fuel_liters,ice_kg,water_liters,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr
84.36,21.34,12.94,31297.56,256.08,64.7
709.22,303.2,665.6,200709.26,3638.4,0.0
85.72,49.9,32.01,31802.12,598.8,160.05
85.0,30.22,18.59,29240.0,362.64,92.95
25.38,19.16,12.64,5126.76,229.92,63.2
423.95,215.6,413.78,134392.15,2587.2,0.0
17530.74,9523.6,11158.95,5557244.58,114283.2,0.0
129.83,18.21,11.06,44661.52,218.52,55.3
244.66,48.27,27.5,90034.88,579.24,137.5
31.03,21.75,12.01,8129.86,261.0,60.05
6526.6,5878.25,6259.4,1866607.6,70539.0,0.0
119.89,28.95,17.06,43879.74,347.4,85.3
123.43,22.42,11.33,45175.38,269.04,56.65
0.0,20.93,8.67,0.0,251.16,43.35
147.75,22.78,10.65,45654.75,273.36,53.25
568.31,242.62,531.32,160831.73,2911.44,0.0
155.55,32.93,20.35,57709.05,395.16,101.75
6286.6,6050.47,5649.87,1992852.2,72605.64,0.0
143.08,22.28,11.77,53082.68,267.36,58.85
46.91,21.9,12.38,10085.65,262.8,61.9
258.8,156.96,395.36,92650.4,1883.52,0.0
150.58,59.96,136.69,54660.54,719.52,683.45
124.69,32.63,18.54,42893.36,391.56,92.7
152.66,24.8,17.13,52515.04,297.6,85.65
8395.8,5529.51,6094.12,2661468.6,66354.12,0.0
405.95,93.4,206.83,135181.35,1120.8,0.0
6495.28,8609.45,9252.1,2059003.76,103313.4,0.0
7279.84,3809.81,5138.15,2424186.72,45717.72,0.0
316.86,144.8,277.18,100444.62,1737.6,0.0
67.44,23.36,17.01,20973.84,280.32,85.05
46.67,18.76,11.4,8773.96,225.12,57.0
186.3,44.13,23.89,64087.2,529.56,119.45
2553.79,3806.97,5221.29,914256.82,45683.64,0.0
38.99,21.4,13.04,14270.34,256.8,65.2
33.88,19.71,9.89,6843.76,236.52,49.45
14787.21,6652.28,9609.86,5367757.23,79827.36,0.0
129.3,22.16,10.84,40212.3,265.92,54.2
276.93,64.95,33.93,102741.03,779.4,169.65
143.18,166.42,324.12,51974.34,1997.04,0.0
65.46,25.89,14.79,24285.66,310.68,73.95
76.24,19.61,12.07,14333.12,235.32,60.35
379.91,160.5,276.22,116632.37,1926.0,0.0
64.61,18.34,10.07,13051.22,220.08,50.35
404.68,128.57,269.57,128283.56,1542.84,0.0
7033.88,6580.94,6710.7,2159401.16,78971.28,0.0
91.41,21.48,10.72,18464.82,257.76,53.6
206.22,52.77,28.29,75888.96,633.24,141.45
74.39,20.98,10.67,15026.78,251.76,53.35
8405.08,3968.37,4919.99,2580359.56,47620.44,0.0
27.31,20.45,11.27,5516.62,245.4,56.35
88.44,28.76,17.87,27504.84,345.12,89.35
65.58,19.83,9.05,17181.96,237.96,45.25
106.24,41.25,23.49,39415.04,495.0,117.45
57.89,19.76,10.41,19219.48,237.12,52.05
5409.02,4191.0,4342.59,1801203.66,50292.0,0.0
541.86,180.67,323.99,196695.18,2168.04,0.0
132.87,19.37,8.89,45707.28,232.44,44.45
7041.52,8557.07,9121.48,2161746.64,102684.84,0.0
177.01,65.81,38.96,65670.71,789.72,194.8
138.89,33.57,18.17,50833.74,402.84,90.85
210.93,29.61,15.66,72559.92,355.32,78.3
234.77,39.01,25.54,83343.35,468.12,127.7
232.87,31.16,15.65,85696.16,373.92,78.25
263.63,91.15,173.61,80934.41,1093.8,0.0
173.24,51.65,26.24,64272.04,619.8,131.2
518.38,200.71,317.38,172620.54,2408.52,0.0
6537.99,3573.9,3982.34,2177150.67,42886.8,0.0
68.7,19.04,9.17,25144.2,228.48,45.85
15208.09,8142.41,9249.82,4303889.47,97708.92,0.0
266.7,157.35,347.62,84543.9,1888.2,0.0
7869.29,10041.08,10756.14,2250616.94,120492.96,0.0
141.42,49.24,26.74,48648.48,590.88,133.7
86.66,20.02,10.1,17505.32,240.24,50.5
55.45,20.34,10.85,13585.25,244.08,54.25
120.0,31.69,20.12,37320.0,380.28,100.6
45.92,18.86,8.93,8632.96,226.32,44.65
74.63,21.25,12.68,17612.68,255.0,63.4
144.4,32.73,19.67,53139.2,392.76,98.35
3061.8,1636.31,1995.55,970590.6,19635.72,0.0
47.18,19.76,9.5,8633.94,237.12,47.5
25.18,21.19,11.18,5086.36,254.28,55.9
401.56,228.48,388.27,127294.52,2741.76,0.0
385.5,309.88,659.24,122203.5,3718.56,0.0
193.45,55.08,26.53,71769.95,660.96,132.65
49.22,19.62,10.12,16931.68,235.44,50.6
0.0,20.42,10.97,0.0,245.04,54.85
152.42,87.89,165.27,55328.46,1054.68,0.0
32.88,20.77,12.43,7759.68,249.24,62.15
524.41,265.79,471.17,174628.53,3189.48,0.0
105.09,20.47,12.78,37306.95,245.64,63.9
48.13,21.3,10.91,8807.79,255.6,54.55
110.44,19.17,10.39,40973.24,230.04,51.95
88.39,21.01,9.12,17854.78,252.12,45.6
69.07,21.2,12.09,17750.99,254.4,60.45
33.74,18.8,8.79,7254.1,225.6,43.95
109.46,29.3,17.9,36340.72,351.6,89.5
56.97,18.67,9.63,12248.55,224.04,48.15
59.87,21.14,13.1,12093.74,253.68,65.5
29.96,20.57,10.29,5632.48,246.84,51.45
8409.26,4869.88,6984.26,3052561.38,58438.56,0.0
45.71,20.6,9.12,11747.47,247.2,45.6
692.87,361.56,746.29,248047.46,4338.72,0.0
196.69,50.5,34.16,72381.92,606.0,170.8
45.98,19.64,13.51,12046.76,235.68,67.55
446.61,285.88,547.6,159886.38,3430.56,0.0
159.1,52.09,27.24,58230.6,625.08,136.2
80.33,23.05,12.32,29802.43,276.6,61.6
171.01,33.34,20.42,53184.11,400.08,102.1
6507.32,7460.57,10082.88,1841571.56,89526.84,0.0
8735.32,8108.22,9841.6,2472095.56,97298.64,0.0
370.72,122.95,239.13,134571.36,1475.4,0.0
382.92,131.06,267.81,108366.36,1572.72,0.0
39.2,19.29,12.99,7173.6,231.48,64.95
127.79,28.27,18.04,39487.11,339.24,90.2
757.55,239.99,415.84,214386.65,2879.88,0.0
38.25,21.29,10.28,11895.75,255.48,51.4
253.36,47.6,32.52,93996.56,571.2,162.6
167.72,45.83,26.09,57695.68,549.96,130.45
75.77,21.24,11.66,28110.67,254.88,58.3
4680.3,5442.2,6146.56,1436852.1,65306.4,0.0
268.26,66.38,33.9,82892.34,796.56,169.5
261.02,32.79,19.97,92662.1,393.48,99.85
16894.06,9550.91,10498.64,5625721.98,114610.92,0.0
402.87,131.79,284.17,134155.71,1581.48,0.0
315.27,321.2,607.54,112866.66,3854.4,0.0
573.84,261.83,607.24,162396.72,3141.96,0.0
7636.1,5406.22,6938.12,2420643.7,64874.64,0.0
551.61,257.48,537.95,169344.27,3089.76,0.0
143.21,51.85,30.71,53130.91,622.2,153.55
143.67,28.7,14.34,53301.57,344.4,71.7
159.32,47.09,26.85,49548.52,565.08,134.25
155.47,63.22,30.69,48351.17,758.64,153.45
196.45,38.35,22.58,61095.95,460.2,112.9
171.15,70.84,123.23,52543.05,850.08,616.15
122.83,57.93,40.06,42253.52,695.16,200.3
49.05,19.4,11.29,9908.1,232.8,56.45
52.9,59.41,35.12,19625.9,712.92,175.6
0.0,21.77,8.82,0.0,261.24,44.1
45.62,20.88,8.7,11952.44,250.56,43.5
165.3,31.16,15.51,58681.5,373.92,77.55
84.31,28.01,18.63,30857.46,336.12,93.15
145.88,60.02,126.9,46243.96,720.24,634.5
113.39,29.51,18.04,39006.16,354.12,90.2
113.33,28.54,15.56,35245.63,342.48,77.8
133.24,27.44,17.89,45834.56,329.28,89.45
118.57,28.39,19.13,36638.13,340.68,95.65
182.9,58.59,37.24,62917.6,703.08,186.2
47.28,21.67,9.12,8652.24,260.04,45.6
269.4,300.9,643.76,76240.2,3610.8,0.0
87.65,33.47,15.57,30151.6,401.64,77.85
40.93,19.9,10.75,10027.85,238.8,53.75
0.0,20.93,10.21,0.0,251.16,51.05
95.79,26.07,14.24,29790.69,312.84,71.2
46.21,32.83,16.94,16404.55,393.96,84.7
185.61,20.97,10.03,63849.84,251.64,50.15
38.54,21.79,13.73,7785.08,261.48,68.65
104.93,24.84,16.43,32633.23,298.08,82.15
91.91,20.89,8.96,18565.82,250.68,44.8
647.22,319.52,688.63,205168.74,3834.24,0.0
42.46,19.26,9.97,10402.7,231.12,49.85
72.31,67.4,41.24,22488.41,808.8,206.2
3006.19,2146.54,3051.97,850751.77,25758.48,0.0
8689.08,8783.11,8749.38,3154136.04,105397.32,0.0
161.71,39.65,22.21,59994.41,475.8,111.05
5587.25,6660.73,7268.17,1860554.25,79928.76,0.0
162.02,31.1,20.44,59299.32,373.2,102.2
14375.8,10432.89,14845.88,5218415.4,125194.68,0.0
121.83,28.89,15.88,41909.52,346.68,79.4
463.69,131.1,241.48,146989.73,1573.2,0.0
66.31,19.38,12.86,13394.62,232.56,64.3
249.13,46.58,33.84,88441.15,558.96,169.2
272.55,51.74,34.12,101116.05,620.88,170.6
58.4,23.98,13.94,18162.4,287.76,69.7
861.56,269.96,532.45,286899.48,3239.52,0.0
67.32,18.91,13.47,23158.08,226.92,67.35
149.58,45.28,22.23,51455.52,543.36,111.15
67.02,27.3,12.98,24663.36,327.6,64.9
199.32,20.13,10.18,70758.6,241.56,50.9
53.02,18.5,9.77,16489.22,222.0,48.85
57.21,19.86,10.88,10469.43,238.32,54.4
158.15,19.75,13.38,49184.65,237.0,66.9
52.24,19.33,9.56,12798.8,231.96,47.8
71.55,19.84,9.05,14453.1,238.08,45.25
170.33,29.74,17.45,56549.56,356.88,87.25
136.68,24.9,15.0,42507.48,298.8,75.0
75.01,20.89,10.52,15152.02,250.68,52.6
144.0,32.28,20.21,44784.0,387.36,101.05
63.33,19.11,11.62,14945.88,229.32,58.1
40.09,18.39,9.11,14231.95,220.68,45.55
44.0,20.76,9.51,8272.0,249.12,47.55
73.83,18.57,9.37,26209.65,222.84,46.85
92.7,20.21,13.14,28829.7,242.52,65.7
0.0,19.62,9.04,0.0,235.44,45.2
180.23,121.96,230.4,64522.34,1463.52,0.0
11151.12,10278.44,9872.57,3713322.96,123341.28,0.0
124.69,21.66,13.28,38778.59,259.92,66.4
4885.06,5826.66,6691.28,1773276.78,69919.92,0.0
64.19,53.49,98.96,20348.23,641.88,494.8
165.27,43.99,24.35,51398.97,527.88,121.75
86.64,18.18,8.9,15855.12,218.16,44.5
362.23,211.99,351.16,131489.49,2543.88,0.0
427.03,369.31,698.13,135368.51,4431.72,0.0
40.92,21.41,11.89,14526.6,256.92,59.45
10884.04,10229.32,13592.66,3624385.32,122751.84,0.0
84.25,47.45,26.75,28982.0,569.4,133.75
40.08,18.15,8.71,8096.16,217.8,43.55
125.21,64.18,40.19,38940.31,770.16,200.95
7636.51,6971.8,7163.24,2772053.13,83661.6,0.0
132.03,19.01,10.6,48587.04,228.12,53.0
596.91,186.04,366.13,216678.33,2232.48,0.0
62.8,19.96,10.56,13502.0,239.52,52.8
51.74,18.81,10.84,13555.88,225.72,54.2
261.03,40.72,23.86,86661.96,488.64,119.3
7004.21,7217.71,8113.23,2507507.18,86612.52,0.0
0.0,18.46,10.82,0.0,221.52,54.1
217.24,29.44,19.62,74730.56,353.28,98.1
241.92,161.07,344.0,80559.36,1932.84,0.0
90.65,60.95,36.07,31183.6,731.4,180.35
362.11,103.77,213.66,131445.93,1245.24,0.0
72.14,20.49,9.77,17674.3,245.88,48.85
201.41,52.09,27.86,74118.88,625.08,139.3
0.0,21.95,10.3,0.0,263.4,51.5
78.57,28.6,19.16,26085.24,343.2,95.8
5911.85,5309.6,6110.75,1874056.45,63715.2,0.0
24.85,20.95,13.55,4547.55,251.4,67.75
95.12,31.78,16.9,29582.32,381.36,84.5
126.48,45.38,102.5,42117.84,544.56,512.5
208.06,47.85,27.08,71572.64,574.2,135.4
75.71,20.44,11.0,25135.72,245.28,55.0
10068.52,7537.91,8335.16,3604530.16,90454.92,0.0
608.18,253.96,418.4,192793.06,3047.52,0.0
129.06,64.95,35.18,47494.08,779.4,175.9
62.29,18.53,10.08,11710.52,222.36,50.4
233.9,60.51,132.49,74146.3,726.12,662.45
64.83,21.08,10.26,24051.93,252.96,51.3
5666.2,3239.02,4054.66,1603534.6,38868.24,0.0
218.07,150.56,273.95,61713.81,1806.72,0.0
509.93,138.99,299.41,161647.81,1667.88,0.0
74.58,32.25,20.17,26475.9,387.0,100.85
9873.95,6174.54,7343.14,2794327.85,74094.48,0.0
147.35,19.73,9.29,52309.25,236.76,46.45
284.28,83.44,163.55,90116.76,1001.28,0.0
11380.74,10366.5,12414.21,3607694.58,124398.0,0.0
12868.12,10861.93,11758.11,3680282.32,130343.16,0.0
6207.13,6039.98,7291.13,2253188.19,72479.76,0.0
421.16,195.24,350.89,129296.12,2342.88,0.0
59.51,21.42,11.52,10890.33,257.04,57.6
184.66,140.16,275.05,52812.76,1681.92,0.0
208.01,122.91,255.06,74467.58,1474.92,0.0
797.8,243.6,547.38,285612.4,2923.2,0.0
23.1,19.41,10.36,6052.2,232.92,51.8
87.24,20.75,10.3,17622.48,249.0,51.5
154.56,71.63,125.04,56105.28,859.56,625.2
172.03,55.07,37.14,63823.13,660.84,185.7
81.52,21.46,12.55,15325.76,257.52,62.75
3916.96,1544.88,2545.38,1421856.48,18538.56,0.0
6984.52,8846.67,9831.01,2535380.76,106160.04,0.0
50.66,21.92,8.67,9270.78,263.04,43.35
54.66,20.86,10.83,10002.78,250.32,54.15
183.24,45.93,87.66,66516.12,551.16,438.3
209.81,97.74,186.1,60005.66,1172.88,0.0
114.73,40.74,26.53,39467.12,488.88,132.65
99.71,20.15,9.7,36992.41,241.8,48.5
53.93,18.34,11.97,19846.24,220.08,59.85
537.06,130.52,283.88,170248.02,1566.24,0.0
102.52,50.56,32.08,31883.72,606.72,160.4
724.83,367.37,766.26,229771.11,4408.44,0.0
57.82,20.72,10.37,13645.52,248.64,51.85
102.74,30.54,15.92,36472.7,366.48,79.6
0.0,18.64,8.84,0.0,223.68,44.2
165.65,21.29,9.36,58805.75,255.48,46.8
54.56,21.52,12.8,11730.4,258.24,64.0
221.13,48.51,29.33,82039.23,582.12,146.65
343.51,186.14,421.24,114388.83,2233.68,0.0
5085.39,4307.67,4822.76,1612068.63,51692.04,0.0
255.88,69.83,149.7,72414.04,837.96,748.5
134.72,20.69,11.82,49576.96,248.28,59.1
56.65,19.51,10.23,11443.3,234.12,51.15
227.05,52.88,30.64,83100.3,634.56,153.2
21.56,19.22,8.95,4053.28,230.64,44.75
247.42,72.29,153.63,78432.14,867.48,768.15
28.68,20.41,9.63,7514.16,244.92,48.15
134.06,32.56,19.77,49736.26,390.72,98.85
295.53,47.71,33.02,101662.32,572.52,165.1
99.25,65.88,37.5,34142.0,790.56,187.5
207.38,59.09,34.31,64080.42,709.08,171.55
7383.24,3123.89,4237.67,2680116.12,37486.68,0.0
224.8,129.93,209.07,71261.6,1559.16,0.0
0.0,20.7,8.86,0.0,248.4,44.3
144.94,22.78,10.62,44786.46,273.36,53.1
149.38,61.67,34.99,55419.98,740.04,174.95
53.45,25.52,13.03,19829.95,306.24,65.15
47.43,21.81,9.05,9580.86,261.72,45.25
137.38,29.94,15.74,50967.98,359.28,78.7
123.12,31.08,19.26,45677.52,372.96,96.3
45.42,20.86,13.7,10719.12,250.32,68.5
361.41,278.6,619.43,102279.03,3343.2,0.0
119.66,29.08,16.17,39727.12,348.96,80.85
11046.75,8011.14,11453.56,4009970.25,96133.68,0.0
512.78,286.37,605.0,186139.14,3436.44,0.0
297.6,89.14,201.74,84220.8,1069.68,0.0
6465.26,6321.64,8553.36,1829668.58,75859.68,0.0
446.48,216.82,471.88,162072.24,2601.84,0.0
530.62,104.06,231.08,189961.96,1248.72,0.0
798.86,220.85,445.45,289986.18,2650.2,0.0
432.94,333.43,528.26,157157.22,4001.16,0.0
228.85,142.57,308.66,81928.3,1710.84,0.0
17816.2,8539.51,8533.14,5647735.4,102474.12,0.0
131.53,27.45,13.26,45246.32,329.4,66.3
85.27,23.13,10.93,31635.17,277.56,54.65
542.62,378.19,653.63,172010.54,4538.28,0.0
473.25,292.84,618.37,135349.5,3514.08,0.0
168.11,21.5,8.66,61864.48,258.0,43.3
251.78,160.65,309.54,71253.74,1927.8,0.0
145.71,19.22,10.48,51727.05,230.64,52.4
147.7,20.41,10.58,54353.6,244.92,52.9
68.94,21.11,12.21,25576.74,253.32,61.05
144.2,43.31,22.72,53498.2,519.72,113.6
5526.18,3269.2,4695.6,1978372.44,39230.4,0.0
578.13,413.77,845.74,177485.91,4965.24,0.0
285.76,37.64,24.74,88871.36,451.68,123.7
40.33,20.79,10.8,8670.95,249.48,54.0
7974.99,4424.98,3859.15,2894921.37,53099.76,0.0
13170.07,7675.13,7659.95,4714885.06,92101.56,0.0
80.17,21.91,9.16,27578.48,262.92,45.8
3349.38,1941.3,1779.69,1028259.66,23295.6,0.0
203.27,47.52,26.47,75413.17,570.24,132.35
0.0,18.46,10.78,0.0,221.52,53.9
180.03,45.53,20.78,59769.96,546.36,103.9
69.25,21.23,10.09,13988.5,254.76,50.45
349.2,195.78,370.84,98823.6,2349.36,0.0
149.15,50.8,26.54,55334.65,609.6,132.7
0.0,20.28,11.47,0.0,243.36,57.35
265.52,50.26,34.17,98507.92,603.12,170.85
505.88,163.56,407.43,183634.44,1962.72,0.0
71.93,20.04,11.09,17622.85,240.48,55.45
85.92,21.53,9.33,20277.12,258.36,46.65
130.09,23.95,15.53,47612.94,287.4,77.65
118.65,29.58,16.95,43663.2,354.96,84.75
27.38,19.33,11.33,5530.76,231.96,56.65
188.43,45.01,83.56,53890.98,540.12,417.8
346.12,191.15,423.58,109720.04,2293.8,0.0
324.44,226.05,468.15,91816.52,2712.6,0.0
333.81,130.85,304.63,119503.98,1570.2,0.0
69.44,21.84,8.63,25762.24,262.08,43.15
20666.21,10541.88,13557.61,7501834.23,126502.56,0.0
2879.59,2491.15,3108.23,912830.03,29893.8,0.0
137.88,25.18,15.76,51153.48,302.16,78.8
211.4,54.14,115.32,76738.2,649.68,576.6
538.67,376.14,739.6,152443.61,4513.68,0.0
5844.32,4697.75,5106.34,1946158.56,56373.0,0.0
213.8,49.27,29.78,78250.8,591.24,148.9
6801.82,5632.22,7514.27,2469060.66,67586.64,0.0
5108.32,3149.7,3829.38,1460979.52,37796.4,0.0
88.58,20.46,13.39,32863.18,245.52,66.95
160.44,81.42,167.43,58239.72,977.04,837.15
65.85,21.58,10.78,13301.7,258.96,53.9
82.57,49.63,28.56,30633.47,595.56,142.8
5374.64,5988.83,8869.42,1789755.12,71865.96,0.0
388.75,204.59,345.99,141116.25,2455.08,0.0
0.0,21.46,10.51,0.0,257.52,52.55
316.54,52.44,27.46,117436.34,629.28,137.3
198.73,108.23,201.98,56240.59,1298.76,0.0
153.93,32.88,19.83,57108.03,394.56,99.15
404.22,161.22,349.79,114394.26,1934.64,0.0
436.3,328.65,716.36,124781.8,3943.8,0.0
65.69,19.27,9.31,12021.27,231.24,46.55
12420.18,7394.88,7892.15,4446424.44,88738.56,0.0
125.73,30.39,18.63,43251.12,364.68,93.15
94.31,20.36,8.54,29141.79,244.32,42.7
240.97,58.03,36.12,80002.04,696.36,180.6
30.01,21.32,9.13,6062.02,255.84,45.65
264.09,51.46,32.1,93751.95,617.52,160.5
144.7,96.01,185.25,45869.9,1152.12,0.0
228.23,30.7,19.88,83532.18,368.4,99.4
23.77,20.04,12.62,4801.54,240.48,63.1
110.99,30.33,16.24,38180.56,363.96,81.2
235.57,40.77,22.56,73262.27,489.24,112.8
207.86,28.78,20.01,76076.76,345.36,100.05
26.73,18.23,10.12,5399.46,218.76,50.6
91.45,70.69,159.4,26154.7,848.28,797.0
245.61,63.69,31.98,84489.84,764.28,159.9
158.29,29.78,16.97,48911.61,357.36,84.85
14884.17,7325.76,7462.72,5402953.71,87909.12,0.0
192.38,62.04,107.74,59060.66,744.48,538.7
90.46,19.36,11.03,18272.92,232.32,55.15
40.6,21.83,10.45,8201.2,261.96,52.25
4381.24,2812.76,3236.35,1568483.92,33753.12,0.0
104.56,21.61,11.72,37118.8,259.32,58.6
4409.18,2465.86,3353.88,1600532.34,29590.32,0.0
281.13,162.42,343.36,102050.19,1949.04,0.0
36.54,19.81,9.29,7381.08,237.72,46.45
106.68,24.95,15.73,32964.12,299.4,78.65
286.31,47.5,29.99,104789.46,570.0,149.95
5255.3,4573.87,4875.23,1907673.9,54886.44,0.0
472.94,211.96,391.27,157489.02,2543.52,0.0
0.0,18.69,10.85,0.0,224.28,54.25
0.0,21.45,10.73,0.0,257.4,53.65
159.64,28.47,15.81,49648.04,341.64,79.05
57.58,20.77,9.82,12379.7,249.24,49.1
168.15,19.39,10.84,57843.6,232.68,54.2
684.49,286.21,571.05,193710.67,3434.52,0.0
31.59,19.31,8.78,7455.24,231.72,43.9
81.6,27.4,16.92,25214.4,328.8,84.6
123.31,19.64,10.36,42418.64,235.68,51.8
217.08,38.04,21.19,67511.88,456.48,105.95
179.3,50.81,26.64,55762.3,609.72,133.2
65.69,18.1,9.54,23319.95,217.2,47.7
96.29,20.85,11.68,35434.72,250.2,58.4
4219.21,7293.16,7064.62,1295297.47,87517.92,0.0
234.12,30.65,16.23,86858.52,367.8,81.15
91.91,19.62,8.75,28400.19,235.44,43.75
9491.77,6691.14,7113.21,3160759.41,80293.68,0.0
58.66,19.8,10.69,11028.08,237.6,53.45
354.89,85.14,188.11,100433.87,1021.68,0.0
66.89,19.51,11.74,12240.87,234.12,58.7
478.83,140.27,267.24,173815.29,1683.24,0.0
3645.12,2584.59,3721.24,1213824.96,31015.08,0.0
52.9,21.46,13.36,13859.8,257.52,66.8
0.0,21.1,9.9,0.0,253.2,49.5
127.53,21.82,12.14,42339.96,261.84,60.7
204.27,125.58,274.18,73128.66,1506.96,0.0
186.77,50.19,33.03,58085.47,602.28,165.15
48.74,21.99,8.74,8919.42,263.88,43.7
9253.51,5502.19,7889.29,2933362.67,66026.28,0.0
376.09,339.55,736.43,136520.67,4074.6,0.0
615.85,296.18,571.7,205078.05,3554.16,0.0
27.54,21.84,12.38,5563.08,262.08,61.9
188.17,20.37,13.31,64730.48,244.44,66.55
5870.84,5094.87,6580.1,1661447.72,61138.44,0.0
416.21,183.69,329.72,119036.06,2204.28,0.0
296.97,202.56,395.54,91169.79,2430.72,0.0
280.39,33.53,19.04,96454.16,402.36,95.2
107.86,28.12,18.24,39476.76,337.44,91.2
241.4,27.84,19.7,83041.6,334.08,98.5
8235.89,5127.03,6123.44,2948448.62,61524.36,0.0
428.36,297.33,658.89,135790.12,3567.96,0.0
5022.47,4573.04,5516.29,1823156.61,54876.48,0.0
0.0,18.75,10.23,0.0,225.0,51.15
194.94,63.9,35.42,60626.34,766.8,177.1
39.88,18.5,10.83,7497.44,222.0,54.15
280.59,323.01,529.76,101854.17,3876.12,0.0
149.31,91.05,209.2,42254.73,1092.6,0.0
406.35,202.23,403.29,147505.05,2426.76,0.0
2381.19,1581.24,2567.91,673876.77,18974.88,0.0
475.18,191.29,426.21,134475.94,2295.48,0.0
4182.78,2023.13,3016.65,1284113.46,24277.56,0.0
509.96,388.68,719.09,161657.32,4664.16,0.0
214.74,56.68,34.85,78594.84,680.16,174.25
0.0,19.03,9.33,0.0,228.36,46.65
257.24,31.72,18.85,91320.2,380.64,94.25
151.48,50.12,25.81,53775.4,601.44,129.05
567.82,325.94,559.03,179998.94,3911.28,0.0
253.25,239.32,459.8,91929.75,2871.84,0.0
0.0,18.07,10.79,0.0,216.84,53.95
162.6,53.78,32.2,55934.4,645.36,161.0
145.35,20.84,11.78,51599.25,250.08,58.9
276.2,45.67,28.4,102470.2,548.04,142.0
273.89,80.68,169.74,91205.37,968.16,0.0
177.9,19.53,9.04,61197.6,234.36,45.2
62.76,56.57,35.24,19392.84,678.84,176.2
73.69,20.44,9.15,18054.05,245.28,45.75
107.24,32.29,18.09,39464.32,387.48,90.45
6562.4,3821.39,4789.56,2382151.2,45856.68,0.0
34.15,18.4,11.31,8776.55,220.8,56.55
152.28,30.76,16.8,56039.04,369.12,84.0
91.33,21.33,10.89,17170.04,255.96,54.45
3698.82,3761.68,4798.56,1324177.56,45140.16,0.0
94.86,67.43,40.11,29501.46,809.16,200.55
89.66,59.28,35.08,27704.94,711.36,175.4
452.54,208.76,449.8,162009.32,2505.12,0.0
426.06,85.67,186.49,121853.16,1028.04,0.0
265.67,173.39,405.23,84217.39,2080.68,0.0
15025.54,9154.08,10627.45,4297304.44,109848.96,0.0
324.11,211.46,348.36,116031.38,2537.52,0.0
88.4,38.58,20.78,29348.8,462.96,103.9
249.66,55.08,29.19,77144.94,660.96,145.95
144.85,27.86,14.36,49828.4,334.32,71.8
46.89,31.29,15.36,17396.19,375.48,76.8
98.05,49.62,27.85,36376.55,595.44,139.25
204.12,106.25,204.66,64706.04,1275.0,0.0
151.76,22.13,11.09,56302.96,265.56,55.45
298.77,180.83,361.99,91722.39,2169.96,0.0
192.77,65.86,31.83,71517.67,790.32,159.15
50.02,29.44,16.52,15556.22,353.28,82.6
20.71,18.14,9.0,4887.56,217.68,45.0
186.07,49.61,108.02,67543.41,595.32,540.1
7389.46,6113.44,5713.72,2091217.18,73361.28,0.0
55.69,20.86,10.9,20660.99,250.32,54.5
363.07,277.22,466.26,103838.02,3326.64,0.0
115.97,60.02,32.14,41169.35,720.24,160.7
780.64,333.97,696.9,220921.12,4007.64,0.0
99.03,47.24,85.82,28025.49,566.88,429.1
482.18,137.93,309.77,136456.94,1655.16,0.0
112.0,18.98,9.44,34608.0,227.76,47.2
70.69,21.76,13.44,21984.59,261.12,67.2
0.0,21.72,10.98,0.0,260.64,54.9
92.11,27.12,15.75,34172.81,325.44,78.75
250.11,39.73,24.81,88789.05,476.76,124.05
338.49,281.68,513.01,121179.42,3380.16,0.0
200.82,65.35,104.22,56832.06,784.2,521.1
190.02,108.22,240.6,54345.72,1298.64,0.0
0.0,19.63,9.87,0.0,235.56,49.35
520.39,262.36,600.4,164963.63,3148.32,0.0
200.35,78.84,157.1,56699.05,946.08,785.5
152.47,27.31,16.54,55804.02,327.72,82.7
40.47,18.56,10.03,8701.05,222.72,50.15
452.55,248.36,567.17,150699.15,2980.32,0.0
89.42,19.9,10.12,27809.62,238.8,50.6
76.68,33.22,18.28,23847.48,398.64,91.4
54.37,18.53,9.43,18703.28,222.36,47.15
56.12,21.76,9.05,11336.24,261.12,45.25
517.47,152.3,257.21,158863.29,1827.6,0.0
119.77,22.02,10.89,44075.36,264.24,54.45
9079.13,7705.66,9697.17,2569393.79,92467.92,0.0
272.47,113.79,207.55,77109.01,1365.48,0.0
69.0,20.88,9.69,16905.0,250.56,48.45
102.92,19.92,10.51,35404.48,239.04,52.55
10990.59,5133.36,6406.73,3374111.13,61600.32,0.0
138.96,18.96,13.41,51137.28,227.52,67.05
110.62,52.81,90.83,35066.54,633.72,454.15
371.37,240.21,434.67,106211.82,2882.52,0.0
101.05,19.04,9.33,20412.1,228.48,46.65
520.0,348.09,760.61,164840.0,4177.08,0.0
493.21,176.22,315.43,139578.43,2114.64,0.0
0.0,20.89,9.84,0.0,250.68,49.2
85.15,18.83,9.39,15582.45,225.96,46.95
58.06,18.75,12.88,11728.12,225.0,64.4
283.35,39.45,26.15,88121.85,473.4,130.75
93.78,19.65,11.35,29165.58,235.8,56.75
119.99,26.48,17.02,42596.45,317.76,85.1
51.71,18.4,8.58,13548.02,220.8,42.9
681.92,309.15,699.48,244127.36,3709.8,0.0
74.95,20.1,10.14,27431.7,241.2,50.7
11629.64,10838.6,13263.5,3570299.48,130063.2,0.0
214.91,83.53,186.01,78012.33,1002.36,0.0
12114.99,7074.46,7913.58,3428542.17,84893.52,0.0
7973.97,7326.61,7760.85,2527748.49,87919.32,0.0
204.57,62.22,39.9,75895.47,746.64,199.5
