trip_id,trip_year,trip_month,trip_date,season,boat_type,boat_name,engine_hp,fuel_type,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_knots,avg_speed_kmh,trip_days,trip_duration_category,port_name,region,departure_lat,departure_lon,fishing_lat,fishing_lon,distance_km,wind_kph,wave_height_m,weather_factor,total_hours,fuel_per_hour,fuel_per_km,fuel_liters,ice_kg,water_liters,fuel_price_per_liter,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr,total_base_cost_lkr,fuel_cost_share,ice_cost_share,water_cost_share,ice_per_crew_day,water_per_crew_day,is_multi_day,has_engine,is_deep_sea
2238,2022,3,2022-03-16,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,28,kerosene,3,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.5686,80.094,13.81,5.5,1.62,0.9,10.0,5.54,4.01,55.38,18.97,9.49,87.0,4818.06,227.64,47.45,5093.15,0.946,0.045,0.009,6.32,3.16,0,1,0
14204,2024,12,2024-12-04,Northeast_Monsoon,IMUL,Industrial Multi-day,484,diesel,17,10000,30000,10.0,18.52,35,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,8.6773,80.6011,127.21,15.7,0.82,1.04,244.4,40.5,77.8,9897.31,6676.24,9345.48,286.0,2830630.66,80114.88,0.0,2910745.54,0.972,0.028,0.0,11.22,15.71,1,1,1
251,2022,8,2022-08-06,Southwest_Monsoon,MDBT,Motorized Day Boat,143,diesel,7,2000,1000,13.0,24.076,5,Multi_Day,Beruwala,Western,6.0535,80.2209,6.7018,81.1276,123.44,5.8,0.87,0.9,57.8,12.61,5.91,729.06,238.88,551.28,430.0,313495.8,2866.56,0.0,316362.36,0.991,0.009,0.0,6.83,15.75,1,1,1
8196,2023,7,2023-07-16,Southwest_Monsoon,IMUL,Industrial Multi-day,330,diesel,20,10000,30000,10.0,18.52,18,Multi_Day,Negombo,Western,7.209,79.835,9.8,81.9,773.08,7.3,0.84,0.93,228.0,24.2,7.14,5516.71,5565.2,4616.2,308.0,1699146.68,66782.4,0.0,1765929.08,0.962,0.038,0.0,15.46,12.82,1,1,1
4706,2022,11,2022-11-27,Northeast_Monsoon,IMUL,Industrial Multi-day,468,diesel,18,10000,30000,10.0,18.52,42,Multi_Day,Negombo,Western,7.209,79.835,5.9,81.9,432.37,25.2,2.11,1.26,413.5,48.57,46.45,20082.94,9080.53,10259.88,430.0,8635664.2,108966.36,0.0,8744630.56,0.988,0.012,0.0,12.01,13.57,1,1,1
8143,2023,6,2023-06-14,Southwest_Monsoon,OBFR,Outboard Fiberglass,66,petrol,3,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,79.7153,76.54,29.4,2.03,1.27,22.4,12.49,3.66,279.81,33.28,18.71,318.0,88979.58,399.36,93.55,89472.49,0.994,0.004,0.001,5.55,3.12,1,1,0
2714,2022,2,2022-02-12,Northeast_Monsoon,IMUL,Industrial Multi-day,353,diesel,17,10000,30000,10.0,18.52,27,Multi_Day,Beruwala,Western,6.0535,80.2209,5.9,81.9,381.98,26.8,2.4,1.18,294.2,33.47,25.78,9846.28,5286.59,7871.36,121.0,1191399.88,63439.08,0.0,1254838.96,0.949,0.051,0.0,11.52,17.15,1,1,1
18079,2025,1,2025-01-13,Northeast_Monsoon,IMUL,Industrial Multi-day,304,diesel,13,10000,30000,10.0,18.52,20,Multi_Day,Colombo,Western,6.9271,79.8612,9.8,79.5,442.52,5.4,2.45,0.94,179.4,21.21,8.6,3805.34,3143.6,4290.16,286.0,1088327.24,37723.2,0.0,1126050.44,0.966,0.034,0.0,12.09,16.5,1,1,1
9529,2023,2,2023-02-10,Northeast_Monsoon,OBFR,Outboard Fiberglass,38,petrol,6,500,200,20.0,37.04,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.7196,47.81,10.6,1.57,1.15,11.4,6.84,1.63,77.96,32.18,17.31,400.0,31184.0,386.16,86.55,31656.71,0.985,0.012,0.003,5.36,2.88,0,1,0
10341,2024,12,2024-12-22,Northeast_Monsoon,OBFR,Outboard Fiberglass,38,petrol,4,500,200,20.0,37.04,2,Multi_Day,Colombo,Western,6.9271,79.8612,7.0435,80.074,26.82,12.3,0.94,1.09,17.5,5.78,3.77,101.22,41.87,25.83,309.0,31276.98,502.44,129.15,31908.57,0.98,0.016,0.004,5.23,3.23,1,1,0
15290,2025,11,2025-11-18,Northeast_Monsoon,OBFR,Outboard Fiberglass,40,petrol,5,500,200,20.0,37.04,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.9966,24.83,16.7,0.76,1.04,10.3,5.92,2.45,60.94,25.64,13.98,294.0,17916.36,307.68,69.9,18293.94,0.979,0.017,0.004,5.13,2.8,0,1,0
326,2022,11,2022-11-15,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Galle,Southern,6.1241,81.1185,6.2007,81.1419,8.91,18.9,0.47,1.0,11.9,0.0,0.0,0.0,20.57,9.73,0.0,0.0,246.84,48.65,295.49,0.0,0.835,0.165,20.57,9.73,0,0,0
4980,2022,1,2022-01-09,Northeast_Monsoon,OBFR,Outboard Fiberglass,54,petrol,3,500,200,20.0,37.04,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,80.6504,15.34,20.3,0.51,1.23,16.5,9.32,10.03,153.82,29.91,18.96,177.0,27226.14,358.92,94.8,27679.86,0.984,0.013,0.003,4.99,3.16,1,1,0
7438,2023,10,2023-10-19,Southwest_Monsoon,IMUL,Industrial Multi-day,310,diesel,13,10000,30000,10.0,18.52,16,Multi_Day,Galle,Southern,6.1241,81.1185,6.9828,81.9,353.83,26.0,0.94,1.27,165.7,29.02,13.59,4807.79,2674.35,3016.03,351.0,1687534.29,32092.2,0.0,1719626.49,0.981,0.019,0.0,12.86,14.5,1,1,1
6647,2023,5,2023-05-25,Southwest_Monsoon,MDBT,Motorized Day Boat,87,diesel,9,2000,1000,13.0,24.076,4,Multi_Day,Negombo,Western,7.209,79.835,8.2044,80.125,115.21,13.7,1.08,1.1,44.1,9.27,3.55,408.81,277.93,533.12,310.0,126731.1,3335.16,0.0,130066.26,0.974,0.026,0.0,7.72,14.81,1,1,1
6258,2023,1,2023-01-07,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,2,50,30,3.0,5.556,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.5288,81.2255,2.5,24.3,2.1,1.21,8.8,0.0,0.0,0.0,18.96,8.65,0.0,0.0,227.52,43.25,270.77,0.0,0.84,0.16,9.48,4.33,0,0,0
9047,2023,8,2023-08-28,Southwest_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Negombo,Western,7.209,79.835,7.2663,79.819,6.61,20.2,1.3,1.21,10.1,0.0,0.0,0.0,18.13,10.55,0.0,0.0,217.56,52.75,270.31,0.0,0.805,0.195,18.13,10.55,0,0,0
3393,2022,9,2022-09-24,Southwest_Monsoon,OBFR,Outboard Fiberglass,54,petrol,3,500,200,20.0,37.04,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,80.1483,25.23,19.4,2.4,1.11,8.6,8.55,2.91,73.49,21.42,11.23,450.0,33070.5,257.04,56.15,33383.69,0.991,0.008,0.002,7.14,3.74,0,1,0
17664,2025,11,2025-11-07,Northeast_Monsoon,OBFR,Outboard Fiberglass,64,petrol,5,500,200,20.0,37.04,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.0893,80.9805,58.27,5.4,0.67,0.94,11.1,8.56,1.63,95.03,24.83,16.95,294.0,27938.82,297.96,84.75,28321.53,0.986,0.011,0.003,4.97,3.39,0,1,0
19414,2025,2,2025-02-07,Northeast_Monsoon,OBFR,Outboard Fiberglass,29,petrol,4,500,200,20.0,37.04,1,Single_Day,Hambantota,Southern,5.9549,80.5549,5.9265,80.6026,6.14,26.0,2.15,1.18,8.1,4.79,6.31,38.76,18.15,10.3,309.0,11976.84,217.8,51.5,12246.14,0.978,0.018,0.004,4.54,2.58,0,1,0
16117,2025,8,2025-08-01,Southwest_Monsoon,OBFR,Outboard Fiberglass,47,petrol,4,500,200,20.0,37.04,1,Single_Day,Galle,Southern,6.1241,81.1185,6.9814,81.1474,95.38,29.9,2.17,1.27,13.9,9.47,1.38,131.57,19.98,12.68,305.0,40128.85,239.76,63.4,40432.01,0.993,0.006,0.002,5.0,3.17,0,1,0
1337,2022,9,2022-09-16,Southwest_Monsoon,MDBT,Motorized Day Boat,86,diesel,10,2000,1000,13.0,24.076,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.5335,80.6291,69.31,27.8,2.12,1.22,13.3,9.04,1.73,120.2,71.05,132.5,430.0,51686.0,852.6,662.5,53201.1,0.972,0.016,0.012,7.1,13.25,0,1,0
3168,2022,10,2022-10-04,Southwest_Monsoon,IMUL,Industrial Multi-day,302,diesel,16,10000,30000,10.0,18.52,22,Multi_Day,Hambantota,Southern,5.9549,80.5549,9.1818,79.5,718.48,25.8,1.47,1.17,263.6,26.64,9.77,7022.07,4850.49,4496.53,430.0,3019490.1,58205.88,0.0,3077695.98,0.981,0.019,0.0,13.78,12.77,1,1,1
12860,2024,3,2024-03-19,Northeast_Monsoon,IMUL,Industrial Multi-day,271,diesel,14,10000,30000,10.0,18.52,38,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,79.5974,473.62,7.4,1.06,0.93,314.3,19.77,13.12,6215.04,6337.71,8369.59,363.0,2256059.52,76052.52,0.0,2332112.04,0.967,0.033,0.0,11.91,15.73,1,1,1
19814,2025,8,2025-08-08,Southwest_Monsoon,OBFR,Outboard Fiberglass,70,petrol,5,500,200,20.0,37.04,1,Single_Day,Negombo,Western,7.209,79.835,7.0829,79.6822,21.93,20.1,2.15,1.2,8.2,12.58,4.7,103.12,25.34,13.42,305.0,31451.6,304.08,67.1,31822.78,0.988,0.01,0.002,5.07,2.68,0,1,0
2393,2022,7,2022-07-26,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,12,kerosene,3,300,100,8.0,14.816,1,Single_Day,Beruwala,Western,6.0535,80.2209,6.032,80.1719,5.92,10.0,2.21,1.1,9.0,3.06,4.64,27.51,20.53,10.51,87.0,2393.37,246.36,52.55,2692.28,0.889,0.092,0.02,6.84,3.5,0,1,0
19915,2025,1,2025-01-17,Northeast_Monsoon,MDBT,Motorized Day Boat,88,diesel,7,2000,1000,13.0,24.076,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.6309,81.0438,22.66,8.1,1.65,0.98,10.4,7.22,3.31,75.07,45.24,98.41,286.0,21470.02,542.88,492.05,22504.95,0.954,0.024,0.022,6.46,14.06,0,1,0
15179,2025,1,2025-01-18,Northeast_Monsoon,IMUL,Industrial Multi-day,472,diesel,19,10000,30000,10.0,18.52,16,Multi_Day,Kalpitiya,North Western,8.556,79.8,9.8,81.9,398.9,22.9,0.52,1.2,139.2,44.2,15.42,6151.98,3851.21,4796.13,286.0,1759466.28,46214.52,0.0,1805680.8,0.974,0.026,0.0,12.67,15.78,1,1,1
5923,2023,9,2023-09-09,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,17,kerosene,3,300,100,8.0,14.816,1,Single_Day,Beruwala,Western,6.0535,80.2209,6.3005,80.0371,34.16,27.9,2.28,1.15,12.4,4.5,1.63,55.81,18.91,9.76,231.0,12892.11,226.92,48.8,13167.83,0.979,0.017,0.004,6.3,3.25,0,1,0
16297,2025,5,2025-05-02,Southwest_Monsoon,OBFR,Outboard Fiberglass,88,petrol,5,500,200,20.0,37.04,2,Multi_Day,Kalpitiya,North Western,8.556,79.8,9.4002,79.6933,94.6,17.9,2.0,1.09,17.6,14.61,2.72,257.15,53.19,26.52,293.0,75344.95,638.28,132.6,76115.83,0.99,0.008,0.002,5.32,2.65,1,1,0
2743,2022,4,2022-04-07,Northeast_Monsoon,OBFR,Outboard Fiberglass,51,petrol,5,500,200,20.0,37.04,2,Multi_Day,Galle,Southern,6.1241,81.1185,5.9,81.359,37.83,13.8,1.97,1.05,20.5,8.33,4.52,170.84,53.85,34.48,254.0,43393.36,646.2,172.4,44211.96,0.981,0.015,0.004,5.38,3.45,1,1,0
5005,2023,9,2023-09-06,Southwest_Monsoon,OBFR,Outboard Fiberglass,66,petrol,4,500,200,20.0,37.04,1,Single_Day,Colombo,Western,6.9271,79.8612,7.1453,80.3849,62.68,18.8,1.53,1.12,10.8,11.2,1.93,120.99,21.09,12.21,361.0,43677.39,253.08,61.05,43991.52,0.993,0.006,0.001,5.27,3.05,0,1,0
18716,2025,4,2025-04-16,Northeast_Monsoon,MDBT,Motorized Day Boat,143,diesel,8,2000,1000,13.0,24.076,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.5,147.37,17.4,1.43,1.14,21.3,15.62,2.26,332.78,63.19,118.42,286.0,95175.08,758.28,592.1,96525.46,0.986,0.008,0.006,7.9,14.8,0,1,1
19613,2025,10,2025-10-04,Southwest_Monsoon,OBFR,Outboard Fiberglass,25,petrol,4,500,200,20.0,37.04,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.4499,81.2535,11.36,17.8,0.91,1.09,14.3,4.34,5.47,62.13,43.38,24.03,299.0,18576.87,520.56,120.15,19217.58,0.967,0.027,0.006,5.42,3.0,1,1,0
11643,2024,6,2024-06-25,Southwest_Monsoon,OBFR,Outboard Fiberglass,77,petrol,6,500,200,20.0,37.04,2,Multi_Day,Galle,Southern,6.1241,81.1185,5.9,80.9434,66.59,11.6,0.35,1.07,16.8,13.02,3.28,218.72,66.04,38.53,355.0,77645.6,792.48,192.65,78630.73,0.987,0.01,0.002,5.5,3.21,1,1,0
4119,2022,3,2022-03-21,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,25,kerosene,4,300,100,8.0,14.816,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.3191,79.8919,28.22,24.8,0.97,1.17,12.1,6.58,2.82,79.65,18.81,11.09,87.0,6929.55,225.72,55.45,7210.72,0.961,0.031,0.008,4.7,2.77,0,1,0
2090,2022,10,2022-10-07,Southwest_Monsoon,MDBT,Motorized Day Boat,120,diesel,6,2000,1000,13.0,24.076,5,Multi_Day,Galle,Southern,6.1241,81.1185,6.5792,80.0395,129.53,9.9,1.71,0.91,53.2,10.14,4.17,539.56,233.07,442.79,430.0,232010.8,2796.84,0.0,234807.64,0.988,0.012,0.0,7.77,14.76,1,1,1
7443,2023,1,2023-01-16,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,25,kerosene,4,300,100,8.0,14.816,1,Single_Day,Negombo,Western,7.209,79.835,7.1562,79.8207,6.08,5.7,0.77,0.92,8.1,5.4,7.2,43.78,20.73,10.24,355.0,15541.9,248.76,51.2,15841.86,0.981,0.016,0.003,5.18,2.56,0,1,0
8731,2023,4,2023-04-17,Northeast_Monsoon,OBFR,Outboard Fiberglass,57,petrol,3,500,200,20.0,37.04,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.0485,81.3761,57.94,26.9,2.42,1.23,10.6,10.23,1.87,108.44,19.7,10.48,340.0,36869.6,236.4,52.4,37158.4,0.992,0.006,0.001,6.57,3.49,0,1,0
14404,2024,1,2024-01-01,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,24,kerosene,4,300,100,8.0,14.816,1,Single_Day,Colombo,Western,6.9271,79.8612,6.9699,80.049,21.27,9.4,1.7,0.96,11.0,5.37,2.78,59.02,20.26,11.11,236.0,13928.72,243.12,55.55,14227.39,0.979,0.017,0.004,5.07,2.78,0,1,0
5702,2023,3,2023-03-04,Northeast_Monsoon,OBFR,Outboard Fiberglass,90,petrol,3,500,200,20.0,37.04,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.8185,30.52,27.9,1.35,1.26,10.5,16.08,5.53,168.89,21.52,9.2,400.0,67556.0,258.24,46.0,67860.24,0.996,0.004,0.001,7.17,3.07,0,1,0
3800,2022,3,2022-03-12,Northeast_Monsoon,OBFR,Outboard Fiberglass,39,petrol,5,500,200,20.0,37.04,1,Single_Day,Galle,Southern,6.1241,81.1185,5.9,80.7847,68.34,21.6,1.63,1.18,13.2,6.58,1.27,86.89,27.3,13.54,254.0,22070.06,327.6,67.7,22465.36,0.982,0.015,0.003,5.46,2.71,0,1,0
11419,2024,8,2024-08-16,Southwest_Monsoon,IMUL,Industrial Multi-day,374,diesel,17,10000,30000,10.0,18.52,45,Multi_Day,Hambantota,Southern,5.9549,80.5549,7.4373,81.3935,189.07,26.9,1.12,1.24,349.3,38.93,71.92,13598.94,8490.15,10171.46,317.0,4310863.98,101881.8,0.0,4412745.78,0.977,0.023,0.0,11.1,13.3,1,1,1
2008,2022,1,2022-01-07,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,1,50,30,3.0,5.556,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.4863,81.263,7.81,24.5,1.01,1.17,11.0,0.0,0.0,0.0,18.08,9.47,0.0,0.0,216.96,47.35,264.31,0.0,0.821,0.179,18.08,9.47,0,0,0
1493,2022,10,2022-10-03,Southwest_Monsoon,OBFR,Outboard Fiberglass,48,petrol,5,500,200,20.0,37.04,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.6471,79.5,83.08,24.9,2.4,1.16,12.1,8.3,1.21,100.37,24.39,16.65,410.0,41151.7,292.68,83.25,41527.63,0.991,0.007,0.002,4.88,3.33,0,1,0
9282,2023,11,2023-11-09,Northeast_Monsoon,MDBT,Motorized Day Boat,78,diesel,9,2000,1000,13.0,24.076,3,Multi_Day,Kalpitiya,North Western,8.556,79.8,8.1046,79.5,93.38,5.9,1.84,0.97,35.8,7.95,3.05,284.55,183.06,412.66,356.0,101299.8,2196.72,0.0,103496.52,0.979,0.021,0.0,6.78,15.28,1,1,0
7789,2023,10,2023-10-05,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,24,kerosene,4,300,100,8.0,14.816,1,Single_Day,Hambantota,Southern,5.9549,80.5549,5.9,80.3591,23.21,29.9,1.98,1.2,9.6,6.38,2.64,61.23,18.47,11.86,242.0,14817.66,221.64,59.3,15098.6,0.981,0.015,0.004,4.62,2.96,0,1,0
3848,2022,6,2022-06-03,Southwest_Monsoon,OBFR,Outboard Fiberglass,33,petrol,6,500,200,20.0,37.04,2,Multi_Day,Hambantota,Southern,5.9549,80.5549,5.9,81.2597,84.19,11.9,1.06,1.08,20.0,5.43,1.29,108.56,66.29,37.13,420.0,45595.2,795.48,185.65,46576.33,0.979,0.017,0.004,5.52,3.09,1,1,0
15650,2025,6,2025-06-06,Southwest_Monsoon,OBFR,Outboard Fiberglass,60,petrol,4,500,200,20.0,37.04,1,Single_Day,Galle,Southern,6.1241,81.1185,6.065,81.5558,48.8,15.5,0.67,1.1,11.7,10.05,2.41,117.63,21.03,12.86,293.0,34465.59,252.36,64.3,34782.25,0.991,0.007,0.002,5.26,3.21,0,1,0
19143,2025,9,2025-09-27,Southwest_Monsoon,MDBT,Motorized Day Boat,116,diesel,7,2000,1000,13.0,24.076,5,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,9.1883,80.7744,98.96,13.7,0.64,1.1,57.8,12.86,7.51,743.52,246.23,521.88,283.0,210416.16,2954.76,0.0,213370.92,0.986,0.014,0.0,7.04,14.91,1,1,0
18551,2025,5,2025-05-09,Southwest_Monsoon,MDBT,Motorized Day Boat,150,diesel,10,2000,1000,13.0,24.076,4,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,9.628,79.5,109.24,10.4,0.58,1.11,36.8,16.74,5.64,615.85,271.11,550.74,274.0,168742.9,3253.32,0.0,171996.22,0.981,0.019,0.0,6.78,13.77,1,1,1
19249,2025,3,2025-03-18,Northeast_Monsoon,MDBT,Motorized Day Boat,116,diesel,10,2000,1000,13.0,24.076,1,Single_Day,Colombo,Western,6.9271,79.8612,6.371,80.8724,127.66,19.1,2.21,1.03,18.8,10.62,1.56,199.62,73.75,144.02,286.0,57091.32,885.0,720.1,58696.42,0.973,0.015,0.012,7.38,14.4,0,1,1
4194,2022,6,2022-06-12,Southwest_Monsoon,MDBT,Motorized Day Boat,74,diesel,6,2000,1000,13.0,24.076,3,Multi_Day,Kalpitiya,North Western,8.556,79.8,8.7056,79.5,58.49,20.6,2.08,1.25,31.2,9.26,4.94,288.99,119.1,249.82,400.0,115596.0,1429.2,0.0,117025.2,0.988,0.012,0.0,6.62,13.88,1,1,0
1512,2022,2,2022-02-25,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,27,kerosene,2,300,100,8.0,14.816,1,Single_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.9361,41.68,21.9,1.68,1.24,12.2,7.45,2.18,90.85,19.54,9.83,87.0,7903.95,234.48,49.15,8187.58,0.965,0.029,0.006,9.77,4.92,0,1,0
2748,2022,7,2022-07-25,Southwest_Monsoon,OBFR,Outboard Fiberglass,52,petrol,4,500,200,20.0,37.04,2,Multi_Day,Beruwala,Western,6.0535,80.2209,6.3821,80.0598,40.64,18.4,0.84,1.07,19.5,8.85,4.25,172.56,38.23,26.83,450.0,77652.0,458.76,134.15,78244.91,0.992,0.006,0.002,4.78,3.35,1,1,0
18211,2025,8,2025-08-03,Southwest_Monsoon,TKBO,Traditional Kerosene Boat,19,kerosene,2,300,100,8.0,14.816,1,Single_Day,Trincomalee,Eastern,8.55,81.233,8.6231,81.3504,15.26,17.7,2.04,1.12,9.9,4.81,3.12,47.63,18.32,10.99,185.0,8811.55,219.84,54.95,9086.34,0.97,0.024,0.006,9.16,5.5,0,1,0
3733,2022,3,2022-03-25,Northeast_Monsoon,OBFR,Outboard Fiberglass,44,petrol,4,500,200,20.0,37.04,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.586,79.6282,19.18,8.1,1.2,0.92,8.9,5.88,2.73,52.37,21.56,13.72,254.0,13301.98,258.72,68.6,13629.3,0.976,0.019,0.005,5.39,3.43,0,1,0
7654,2023,9,2023-09-15,Southwest_Monsoon,MDBT,Motorized Day Boat,89,diesel,6,2000,1000,13.0,24.076,4,Multi_Day,Galle,Southern,6.1241,81.1185,6.7697,80.9861,73.26,17.2,2.38,1.02,36.5,8.73,4.35,318.64,164.0,347.23,341.0,108656.24,1968.0,0.0,110624.24,0.982,0.018,0.0,6.83,14.47,1,1,0
2346,2022,8,2022-08-05,Southwest_Monsoon,MDBT,Motorized Day Boat,114,diesel,8,2000,1000,13.0,24.076,1,Single_Day,Kalpitiya,North Western,8.556,79.8,9.2003,79.5,83.01,26.2,1.22,1.17,16.3,12.9,2.53,210.33,56.34,112.93,430.0,90441.9,676.08,564.65,91682.63,0.986,0.007,0.006,7.04,14.12,0,1,0
2519,2022,11,2022-11-26,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,23,kerosene,3,300,100,8.0,14.816,1,Single_Day,Negombo,Western,7.209,79.835,7.2246,79.8114,3.14,24.7,2.17,1.16,10.0,6.32,20.14,63.15,20.37,9.06,365.0,23049.75,244.44,45.3,23339.49,0.988,0.01,0.002,6.79,3.02,0,1,0
718,2022,8,2022-08-06,Southwest_Monsoon,OBFR,Outboard Fiberglass,29,petrol,6,500,200,20.0,37.04,2,Multi_Day,Negombo,Western,7.209,79.835,7.1126,79.9951,20.66,10.1,0.71,1.02,14.2,4.62,3.17,65.54,60.38,39.06,450.0,29493.0,724.56,195.3,30412.86,0.97,0.024,0.006,5.03,3.26,1,1,0
139,2022,8,2022-08-10,Southwest_Monsoon,OBFR,Outboard Fiberglass,49,petrol,6,500,200,20.0,37.04,1,Single_Day,Beruwala,Western,6.0535,80.2209,5.9,80.265,20.41,11.2,1.9,1.15,7.5,8.31,3.05,62.32,32.19,16.4,450.0,28044.0,386.28,82.0,28512.28,0.984,0.014,0.003,5.36,2.73,0,1,0
17947,2025,4,2025-04-11,Northeast_Monsoon,OBFR,Outboard Fiberglass,36,petrol,6,500,200,20.0,37.04,1,Single_Day,Galle,Southern,6.1241,81.1185,5.9871,81.053,16.86,12.5,1.31,1.1,8.7,6.18,3.19,53.79,30.0,19.27,299.0,16083.21,360.0,96.35,16539.56,0.972,0.022,0.006,5.0,3.21,0,1,0
17762,2025,5,2025-05-22,Southwest_Monsoon,IMUL,Industrial Multi-day,282,diesel,20,10000,30000,10.0,18.52,11,Multi_Day,Galle,Southern,6.1241,81.1185,9.6592,81.084,393.1,29.4,2.03,1.26,146.0,28.95,10.75,4226.86,2626.42,3559.12,274.0,1158159.64,31517.04,0.0,1189676.68,0.974,0.026,0.0,11.94,16.18,1,1,1
2444,2022,12,2022-12-09,Northeast_Monsoon,TKBO,Traditional Kerosene Boat,23,kerosene,2,300,100,8.0,14.816,1,Single_Day,Galle,Southern,6.1241,81.1185,6.0171,81.0421,14.59,23.1,1.34,1.26,10.7,6.83,5.01,73.11,19.05,8.86,365.0,26685.15,228.6,44.3,26958.05,0.99,0.008,0.002,9.53,4.43,0,1,0
5198,2023,7,2023-07-13,Southwest_Monsoon,OBFR,Outboard Fiberglass,65,petrol,5,500,200,20.0,37.04,1,Single_Day,Kalpitiya,North Western,8.556,79.8,8.6019,79.7506,7.45,10.6,0.37,1.06,6.7,10.39,9.34,69.61,22.88,12.82,328.0,22832.08,274.56,64.1,23170.74,0.985,0.012,0.003,4.58,2.56,0,1,0
1402,2022,11,2022-11-28,Northeast_Monsoon,NMTR,Non-motorized Traditional,0,none,2,50,30,3.0,5.556,1,Single_Day,Negombo,Western,7.209,79.835,7.1968,79.8065,3.42,11.8,0.84,1.04,10.9,0.0,0.0,0.0,20.0,10.51,0.0,0.0,240.0,52.55,292.55,0.0,0.82,0.18,10.0,5.25,0,0,0
16321,2025,6,2025-06-08,Southwest_Monsoon,MDBT,Motorized Day Boat,86,diesel,6,2000,1000,13.0,24.076,5,Multi_Day,Colombo,Western,6.9271,79.8612,6.4371,79.5,121.54,29.6,1.65,1.16,42.9,9.6,3.39,411.96,220.49,424.1,274.0,112877.04,2645.88,0.0,115522.92,0.977,0.023,0.0,7.35,14.14,1,1,1
1730,2022,2,2022-02-13,Northeast_Monsoon,MDBT,Motorized Day Boat,87,diesel,8,2000,1000,13.0,24.076,1,Single_Day,Negombo,Western,7.209,79.835,5.9209,80.1943,148.63,8.7,1.05,0.99,22.0,7.85,1.16,172.69,63.46,132.74,121.0,20895.49,761.52,663.7,22320.71,0.936,0.034,0.03,7.93,16.59,0,1,1
9260,2023,2,2023-02-15,Northeast_Monsoon,OBFR,Outboard Fiberglass,82,petrol,4,500,200,20.0,37.04,2,Multi_Day,Trincomalee,Eastern,8.55,81.233,8.4404,80.9187,36.65,14.1,0.38,1.15,20.6,13.76,7.74,283.49,39.93,23.06,400.0,113396.0,479.16,115.3,113990.46,0.995,0.004,0.001,4.99,2.88,1,1,0
3721,2022,6,2022-06-07,Southwest_Monsoon,MDBT,Motorized Day Boat,144,diesel,7,2000,1000,13.0,24.076,2,Multi_Day,Kankesanthurai,Northern,9.6615,80.0104,9.8,79.5,144.33,9.0,1.42,0.98,28.8,14.89,2.97,428.8,111.28,241.12,400.0,171520.0,1335.36,0.0,172855.36,0.992,0.008,0.0,7.95,17.22,1,1,1
17840,2025,8,2025-08-01,Southwest_Monsoon,MDBT,Motorized Day Boat,117,diesel,8,2000,1000,13.0,24.076,4,Multi_Day,Galle,Southern,6.1241,81.1185,6.2063,81.3214,24.22,18.6,1.06,1.09,29.8,11.82,14.55,352.3,244.81,516.02,289.0,101814.7,2937.72,0.0,104752.42,0.972,0.028,0.0,7.65,16.13,1,1,0
