boat_type_MDBT,boat_type_NMTR,boat_type_OBFR,boat_type_TKBO,engine_hp,fuel_type_kerosene,fuel_type_none,fuel_type_petrol,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_kmh,trip_days,trip_month,distance_km,wind_kph,wave_height_m,total_hours,region_North Western,region_Northern,region_Southern,region_Western,is_multi_day,has_engine
False,False,True,False,88,False,False,True,5,500,200,37.04,2,11,29.45,25.6,1.65,14.4,False,True,False,False,1,1
False,False,False,False,421,False,False,False,18,10000,30000,18.52,41,7,252.82,21.6,1.12,398.1,False,False,False,True,1,1
False,False,False,False,444,False,False,False,14,10000,30000,18.52,42,11,180.59,6.7,2.28,364.1,False,False,False,True,1,1
True,False,False,False,129,False,False,False,8,2000,1000,24.076,2,9,62.59,20.4,0.44,23.0,False,False,False,True,1,1
False,False,True,False,69,False,False,True,4,500,200,37.04,1,8,51.82,10.9,0.7,10.8,False,False,True,False,0,1
False,False,True,False,58,False,False,True,6,500,200,37.04,1,1,40.84,25.7,1.79,11.0,False,False,False,True,0,1
False,False,True,False,61,False,False,True,3,500,200,37.04,1,5,84.83,18.5,0.69,14.2,False,False,False,False,0,1
True,False,False,False,106,False,False,False,8,2000,1000,24.076,3,3,149.7,6.4,1.92,37.5,True,False,False,False,1,1
False,False,False,False,378,False,False,False,12,10000,30000,18.52,34,9,99.46,24.7,2.25,315.8,False,False,False,True,1,1
False,False,False,False,387,False,False,False,13,10000,30000,18.52,34,2,107.48,19.0,0.42,326.7,False,False,False,True,1,1
False,False,False,False,271,False,False,False,14,10000,30000,18.52,38,3,473.62,7.4,1.06,314.3,False,False,True,False,1,1
True,False,False,False,88,False,False,False,7,2000,1000,24.076,5,12,52.95,26.6,2.29,46.8,False,False,True,False,1,1
False,False,False,False,217,False,False,False,14,10000,30000,18.52,26,1,620.85,13.3,1.04,259.0,False,False,False,True,1,1
True,False,False,False,77,False,False,False,6,2000,1000,24.076,5,9,46.47,19.0,1.67,42.7,False,False,True,False,1,1
False,False,False,True,14,True,False,False,2,300,100,14.816,1,1,34.99,15.6,0.88,10.8,False,True,False,False,0,1
True,False,False,False,128,False,False,False,8,2000,1000,24.076,2,6,154.62,13.6,2.36,29.5,True,False,False,False,1,1
False,False,True,False,69,False,False,True,5,500,200,37.04,2,8,78.39,5.4,0.82,18.9,False,False,False,True,1,1
False,False,False,True,25,True,False,False,3,300,100,14.816,1,5,45.63,7.5,1.27,13.2,False,True,False,False,0,1
False,False,True,False,56,False,False,True,5,500,200,37.04,1,4,78.36,27.3,2.46,12.9,False,False,True,False,0,1
True,False,False,False,64,False,False,False,7,2000,1000,24.076,2,3,108.87,24.1,0.49,27.8,False,False,False,False,1,1
True,False,False,False,65,False,False,False,7,2000,1000,24.076,1,2,153.93,15.6,2.36,21.4,False,False,True,False,0,1
True,False,False,False,95,False,False,False,10,2000,1000,24.076,5,8,150.43,19.4,1.74,48.4,False,False,True,False,1,1
False,False,True,False,63,False,False,True,6,500,200,37.04,2,12,82.53,6.9,1.64,24.5,False,False,True,False,1,1
False,False,True,False,76,False,False,True,6,500,200,37.04,1,4,67.61,25.2,1.1,11.1,False,False,True,False,0,1
False,False,False,False,323,False,False,False,17,10000,30000,18.52,36,1,528.08,10.9,1.58,274.8,False,False,True,False,1,1
True,False,False,False,79,False,False,False,10,2000,1000,24.076,5,11,68.79,26.4,2.19,40.7,False,True,False,False,1,1
True,False,False,False,123,False,False,False,8,2000,1000,24.076,5,7,129.94,20.5,0.89,52.1,False,False,False,True,1,1
False,False,True,False,51,False,False,True,3,500,200,37.04,2,5,19.52,12.1,1.13,17.0,False,False,True,False,1,1
False,False,True,False,40,False,False,True,5,500,200,37.04,2,11,36.06,6.8,1.75,17.3,False,False,True,False,1,1
True,False,False,False,139,False,False,False,7,2000,1000,24.076,3,3,156.08,12.4,0.67,38.9,False,False,True,False,1,1
False,False,False,True,18,True,False,False,4,300,100,14.816,1,4,20.86,6.1,1.46,10.4,False,False,False,True,0,1
True,False,False,False,98,False,False,False,10,2000,1000,24.076,5,10,108.67,20.2,2.24,56.3,False,False,True,False,1,1
False,False,True,False,75,False,False,True,6,500,200,37.04,1,12,61.6,12.2,1.86,13.2,False,False,True,False,0,1
False,False,True,False,74,False,False,True,5,500,200,37.04,1,11,20.34,27.6,1.3,8.7,False,False,True,False,0,1
True,False,False,False,75,False,False,False,10,2000,1000,24.076,1,1,69.32,22.0,1.92,12.5,False,False,True,False,0,1
False,False,True,False,51,False,False,True,5,500,200,37.04,1,8,88.88,9.9,0.89,13.9,False,True,False,False,0,1
False,False,False,False,350,False,False,False,19,10000,30000,18.52,42,3,294.98,7.3,0.9,425.1,False,True,False,False,1,1
False,False,False,False,488,False,False,False,18,10000,30000,18.52,14,12,635.36,25.2,0.59,181.7,False,False,False,True,1,1
False,False,True,False,61,False,False,True,5,500,200,37.04,1,7,82.8,21.3,1.39,12.5,False,False,True,False,0,1
False,False,False,False,434,False,False,False,13,10000,30000,18.52,26,5,288.62,16.6,2.16,289.8,True,False,False,False,1,1
False,False,False,False,486,False,False,False,19,10000,30000,18.52,26,11,697.47,22.3,2.48,276.3,False,False,False,False,1,1
False,False,False,True,10,True,False,False,2,300,100,14.816,1,6,3.69,23.1,0.76,8.0,False,False,False,True,0,1
False,False,True,False,59,False,False,True,4,500,200,37.04,1,8,35.19,5.4,2.03,10.7,False,False,True,False,0,1
False,False,False,False,299,False,False,False,18,10000,30000,18.52,43,4,82.57,26.7,1.17,324.8,True,False,False,False,1,1
False,False,True,False,28,False,False,True,6,500,200,37.04,2,3,28.63,21.2,0.68,13.7,False,True,False,False,1,1
False,False,True,False,35,False,False,True,4,500,200,37.04,1,6,77.68,27.2,0.75,11.5,False,True,False,False,0,1
True,False,False,False,78,False,False,False,6,2000,1000,24.076,4,5,90.82,20.9,2.22,45.3,False,False,False,True,1,1
True,False,False,False,101,False,False,False,10,2000,1000,24.076,2,3,144.25,16.7,2.25,24.9,True,False,False,False,1,1
False,False,False,True,14,True,False,False,3,300,100,14.816,1,10,37.31,14.1,1.4,14.3,False,True,False,False,0,1
True,False,False,False,93,False,False,False,7,2000,1000,24.076,3,10,74.68,20.1,0.84,35.8,False,False,False,False,1,1
True,False,False,False,69,False,False,False,8,2000,1000,24.076,5,6,74.21,15.3,1.56,54.8,False,False,True,False,1,1
True,False,False,False,66,False,False,False,6,2000,1000,24.076,2,2,153.45,13.6,0.61,26.4,False,False,False,True,1,1
False,False,True,False,54,False,False,True,3,500,200,37.04,2,1,94.83,11.9,2.5,17.6,False,False,False,True,1,1
False,False,True,False,85,False,False,True,3,500,200,37.04,1,6,11.15,17.3,0.61,8.9,False,False,True,False,0,1
False,False,True,False,47,False,False,True,4,500,200,37.04,1,1,49.23,14.7,0.55,12.1,False,False,False,True,0,1
True,False,False,False,81,False,False,False,7,2000,1000,24.076,2,6,122.63,17.3,1.88,27.4,False,True,False,False,1,1
True,False,False,False,102,False,False,False,9,2000,1000,24.076,5,12,86.75,23.3,1.78,38.0,False,False,True,False,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,11,2.75,11.0,2.41,10.5,False,False,True,False,0,0
True,False,False,False,141,False,False,False,7,2000,1000,24.076,2,6,71.93,13.3,1.55,22.8,False,False,False,True,1,1
False,False,True,False,85,False,False,True,3,500,200,37.04,1,5,11.96,10.8,1.63,8.1,False,False,True,False,0,1
False,False,True,False,89,False,False,True,4,500,200,37.04,2,12,37.45,21.1,0.71,19.9,False,False,True,False,1,1
False,False,False,False,305,False,False,False,20,10000,30000,18.52,29,9,60.59,9.7,2.23,294.7,False,True,False,False,1,1
False,False,False,False,330,False,False,False,13,10000,30000,18.52,21,4,685.89,13.0,2.44,255.8,False,False,False,True,1,1
True,False,False,False,107,False,False,False,10,2000,1000,24.076,2,6,33.85,19.9,0.35,21.1,False,False,False,True,1,1
False,False,True,False,54,False,False,True,4,500,200,37.04,2,9,31.12,10.4,0.44,20.6,False,False,True,False,1,1
False,False,True,False,58,False,False,True,3,500,200,37.04,2,11,37.09,14.7,1.72,21.6,False,True,False,False,1,1
True,False,False,False,139,False,False,False,7,2000,1000,24.076,4,1,145.33,27.5,0.41,39.3,False,False,True,False,1,1
False,False,False,True,29,True,False,False,2,300,100,14.816,1,3,6.35,25.5,0.65,9.8,False,False,True,False,0,1
True,False,False,False,83,False,False,False,8,2000,1000,24.076,1,2,153.65,13.6,2.48,22.0,False,False,True,False,0,1
True,False,False,False,100,False,False,False,7,2000,1000,24.076,1,12,114.14,24.1,2.28,17.4,True,False,False,False,0,1
False,False,False,False,265,False,False,False,17,10000,30000,18.52,15,11,188.32,29.2,0.33,145.4,False,False,False,True,1,1
True,False,False,False,142,False,False,False,6,2000,1000,24.076,2,8,116.34,10.2,0.87,28.3,False,False,False,True,1,1
False,False,False,False,408,False,False,False,20,10000,30000,18.52,22,4,565.09,15.7,0.76,217.2,False,False,True,False,1,1
False,False,False,True,22,True,False,False,4,300,100,14.816,1,12,7.27,27.5,1.92,8.9,False,False,False,True,0,1
False,False,True,False,33,False,False,True,5,500,200,37.04,1,12,19.41,19.2,2.39,7.9,False,False,True,False,0,1
False,False,True,False,35,False,False,True,5,500,200,37.04,1,2,46.81,7.3,2.08,8.9,False,False,False,False,0,1
False,False,True,False,78,False,False,True,3,500,200,37.04,1,4,57.44,21.3,2.01,12.8,False,False,False,False,0,1
False,False,False,True,11,True,False,False,4,300,100,14.816,1,6,4.04,6.8,1.45,7.3,False,False,False,True,0,1
False,False,False,False,274,False,False,False,14,10000,30000,18.52,16,1,731.48,29.6,0.47,237.5,False,False,False,True,1,1
False,False,True,False,72,False,False,True,5,500,200,37.04,1,6,83.1,24.6,2.06,11.1,False,False,False,True,0,1
False,False,False,True,10,True,False,False,3,300,100,14.816,1,2,44.98,21.9,1.17,13.1,False,False,True,False,0,1
True,False,False,False,117,False,False,False,8,2000,1000,24.076,1,10,69.07,14.9,1.6,14.0,False,False,False,True,0,1
False,False,True,False,73,False,False,True,4,500,200,37.04,1,10,29.0,27.6,1.42,8.2,False,False,False,True,0,1
False,False,False,True,28,True,False,False,2,300,100,14.816,1,10,6.85,24.8,1.07,7.4,False,False,False,True,0,1
False,False,False,False,302,False,False,False,13,10000,30000,18.52,14,7,82.48,13.4,1.61,121.8,False,False,False,True,1,1
True,False,False,False,117,False,False,False,7,2000,1000,24.076,1,4,100.27,21.2,0.66,15.6,False,False,False,False,0,1
False,False,True,False,49,False,False,True,5,500,200,37.04,2,7,21.62,17.1,1.0,17.2,True,False,False,False,1,1
False,False,True,False,71,False,False,True,4,500,200,37.04,2,1,16.16,26.1,1.83,13.2,False,False,True,False,1,1
False,False,True,False,76,False,False,True,5,500,200,37.04,1,5,46.83,6.6,2.22,10.6,False,True,False,False,0,1
False,False,False,False,234,False,False,False,16,10000,30000,18.52,45,10,687.24,10.6,1.66,381.6,False,False,False,True,1,1
False,False,True,False,72,False,False,True,4,500,200,37.04,1,10,38.14,12.0,2.01,11.9,False,True,False,False,0,1
False,False,True,False,72,False,False,True,6,500,200,37.04,1,1,75.28,23.7,0.86,13.9,False,False,False,False,0,1
False,False,True,False,86,False,False,True,5,500,200,37.04,1,11,14.57,15.4,0.73,10.3,False,False,False,True,0,1
True,False,False,False,73,False,False,False,10,2000,1000,24.076,1,8,42.57,6.9,0.95,11.6,False,True,False,False,0,1
True,False,False,False,76,False,False,False,6,2000,1000,24.076,1,3,66.22,28.5,0.93,13.7,False,False,True,False,0,1
False,False,True,False,89,False,False,True,3,500,200,37.04,1,6,50.72,20.3,1.83,8.8,True,False,False,False,0,1
False,False,True,False,90,False,False,True,5,500,200,37.04,2,4,36.32,20.0,2.38,20.3,False,False,False,True,1,1
True,False,False,False,115,False,False,False,8,2000,1000,24.076,5,4,137.15,19.3,0.6,50.9,False,True,False,False,1,1
False,False,False,True,28,True,False,False,4,300,100,14.816,1,2,40.76,6.2,0.68,13.5,False,False,False,True,0,1
True,False,False,False,139,False,False,False,7,2000,1000,24.076,3,12,53.59,6.0,1.69,31.2,False,False,True,False,1,1
False,False,True,False,90,False,False,True,3,500,200,37.04,1,6,17.55,12.0,1.58,7.9,False,True,False,False,0,1
False,False,False,False,412,False,False,False,18,10000,30000,18.52,18,9,541.35,27.5,1.85,221.3,False,False,False,True,1,1
False,False,True,False,34,False,False,True,4,500,200,37.04,1,8,7.6,8.0,1.47,8.5,False,False,False,True,0,1
False,False,False,False,409,False,False,False,18,10000,30000,18.52,43,3,733.37,25.0,2.41,396.3,False,False,False,True,1,1
False,False,False,False,344,False,False,False,12,10000,30000,18.52,41,1,375.81,14.6,2.18,325.5,False,False,True,False,1,1
False,False,True,False,67,False,False,True,4,500,200,37.04,2,5,86.01,10.7,2.19,18.1,False,False,False,True,1,1
False,False,False,True,16,True,False,False,2,300,100,14.816,1,5,5.36,12.5,1.45,8.7,True,False,False,False,0,1
False,False,False,True,30,True,False,False,2,300,100,14.816,1,9,10.42,23.0,0.98,8.6,False,False,False,True,0,1
False,False,True,False,71,False,False,True,3,500,200,37.04,1,2,53.0,9.8,1.6,10.5,False,False,True,False,0,1
False,False,True,False,55,False,False,True,3,500,200,37.04,1,3,33.85,26.9,1.21,8.6,False,True,False,False,0,1
False,False,True,False,58,False,False,True,3,500,200,37.04,1,6,35.69,19.2,1.68,8.1,False,False,True,False,0,1
False,False,True,False,36,False,False,True,3,500,200,37.04,2,11,81.85,16.5,0.63,23.3,False,False,False,True,1,1
False,False,True,False,44,False,False,True,6,500,200,37.04,2,9,75.85,27.4,2.21,20.1,False,False,True,False,1,1
False,False,True,False,55,False,False,True,5,500,200,37.04,1,4,27.35,24.9,1.21,9.8,False,False,False,False,0,1
True,False,False,False,146,False,False,False,8,2000,1000,24.076,1,1,155.59,26.1,0.62,21.5,False,False,False,True,0,1
False,False,True,False,65,False,False,True,6,500,200,37.04,1,12,76.48,23.3,1.6,12.3,False,False,False,False,0,1
True,False,False,False,124,False,False,False,10,2000,1000,24.076,2,4,90.48,24.6,2.48,23.2,False,False,True,False,1,1
False,False,True,False,37,False,False,True,6,500,200,37.04,2,7,92.28,12.8,1.23,24.5,False,False,False,False,1,1
False,False,False,True,16,True,False,False,4,300,100,14.816,1,4,13.08,28.9,0.41,11.5,False,False,False,True,0,1
False,False,False,True,25,True,False,False,2,300,100,14.816,1,2,6.29,10.5,1.45,9.6,False,False,True,False,0,1
False,False,False,False,267,False,False,False,12,10000,30000,18.52,25,1,382.21,29.5,1.58,252.6,False,False,False,True,1,1
False,False,True,False,29,False,False,True,6,500,200,37.04,1,4,74.66,19.6,0.39,13.3,False,False,False,True,0,1
False,False,False,True,28,True,False,False,4,300,100,14.816,1,3,26.17,11.4,0.71,11.0,False,False,True,False,0,1
False,False,False,True,30,True,False,False,2,300,100,14.816,1,12,36.2,25.8,0.33,12.9,False,False,False,True,0,1
False,False,True,False,60,False,False,True,4,500,200,37.04,2,10,29.12,20.1,2.31,17.4,False,False,False,True,1,1
False,False,True,False,54,False,False,True,4,500,200,37.04,1,9,93.89,16.5,2.15,13.0,False,False,False,True,0,1
False,False,False,False,266,False,False,False,15,10000,30000,18.52,35,5,560.85,14.5,2.27,282.0,False,True,False,False,1,1
False,False,True,False,85,False,False,True,5,500,200,37.04,2,9,89.31,26.8,1.71,20.0,True,False,False,False,1,1
False,False,True,False,79,False,False,True,4,500,200,37.04,1,9,63.95,25.7,1.83,12.7,True,False,False,False,0,1
False,False,False,True,10,True,False,False,4,300,100,14.816,1,6,10.27,13.9,1.2,9.5,False,False,False,True,0,1
True,False,False,False,120,False,False,False,8,2000,1000,24.076,2,9,138.65,6.8,0.45,24.7,False,False,False,True,1,1
False,True,False,False,0,False,True,False,2,50,30,5.556,1,6,7.45,9.1,1.69,10.5,True,False,False,False,0,0
False,False,False,False,480,False,False,False,16,10000,30000,18.52,26,7,217.3,17.3,1.18,234.9,False,False,False,True,1,1
False,False,True,False,50,False,False,True,5,500,200,37.04,2,1,9.14,15.8,1.08,15.4,False,False,True,False,1,1
False,False,False,False,310,False,False,False,12,10000,30000,18.52,15,1,725.47,12.1,1.73,205.3,True,False,False,False,1,1
False,False,True,False,67,False,False,True,6,500,200,37.04,2,3,44.91,21.4,1.54,15.3,False,False,True,False,1,1
True,False,False,False,119,False,False,False,6,2000,1000,24.076,1,1,84.13,14.5,0.42,17.0,False,False,True,False,0,1
False,False,False,False,485,False,False,False,17,10000,30000,18.52,23,7,730.83,11.4,0.58,308.5,False,False,True,False,1,1
False,False,True,False,38,False,False,True,6,500,200,37.04,1,4,85.02,13.9,0.56,13.2,True,False,False,False,0,1
False,False,True,False,49,False,False,True,3,500,200,37.04,2,8,19.8,12.3,2.13,13.2,False,False,False,False,1,1
False,False,False,False,260,False,False,False,18,10000,30000,18.52,29,3,359.16,19.0,0.84,245.7,False,False,True,False,1,1
True,False,False,False,96,False,False,False,8,2000,1000,24.076,2,6,33.34,28.5,1.7,17.7,True,False,False,False,1,1
False,False,False,False,372,False,False,False,14,10000,30000,18.52,26,4,470.17,22.9,2.43,221.4,False,True,False,False,1,1
False,False,True,False,89,False,False,True,3,500,200,37.04,2,5,34.62,25.2,1.07,20.8,False,False,False,False,1,1
True,False,False,False,136,False,False,False,8,2000,1000,24.076,5,12,106.95,12.0,0.47,50.9,False,False,False,True,1,1
False,False,False,False,302,False,False,False,19,10000,30000,18.52,40,10,547.59,5.9,2.15,336.3,False,False,False,False,1,1
False,False,True,False,51,False,False,True,3,500,200,37.04,2,3,64.38,14.1,1.36,19.8,False,False,False,False,1,1
False,False,True,False,43,False,False,True,4,500,200,37.04,1,3,80.12,14.8,2.03,10.8,False,False,False,True,0,1
False,False,False,False,217,False,False,False,16,10000,30000,18.52,41,3,722.72,15.1,0.88,331.8,True,False,False,False,1,1
False,False,True,False,31,False,False,True,3,500,200,37.04,2,1,90.57,29.8,0.89,20.0,False,False,True,False,1,1
True,False,False,False,146,False,False,False,9,2000,1000,24.076,1,10,137.11,10.3,2.49,20.4,False,True,False,False,0,1
False,False,True,False,33,False,False,True,6,500,200,37.04,2,12,16.56,7.6,1.25,14.7,False,False,False,True,1,1
False,False,False,True,11,True,False,False,3,300,100,14.816,1,11,15.8,27.2,0.64,10.4,True,False,False,False,0,1
True,False,False,False,84,False,False,False,10,2000,1000,24.076,4,7,21.92,6.7,1.41,38.6,False,False,False,True,1,1
False,False,False,True,20,True,False,False,2,300,100,14.816,1,12,47.98,24.7,0.37,15.5,False,False,True,False,0,1
True,False,False,False,105,False,False,False,9,2000,1000,24.076,3,8,136.21,14.4,1.3,38.2,False,False,True,False,1,1
False,False,True,False,65,False,False,True,4,500,200,37.04,2,8,40.52,13.0,2.5,14.2,False,False,False,True,1,1
False,False,True,False,36,False,False,True,4,500,200,37.04,1,5,39.2,8.5,0.71,9.0,False,False,False,True,0,1
True,False,False,False,146,False,False,False,6,2000,1000,24.076,4,3,20.35,26.1,2.09,40.4,False,False,False,True,1,1
False,False,True,False,83,False,False,True,5,500,200,37.04,1,5,77.83,19.0,1.7,10.5,False,False,True,False,0,1
False,False,False,True,29,True,False,False,2,300,100,14.816,1,8,16.31,12.3,0.9,8.6,False,True,False,False,0,1
False,False,True,False,29,False,False,True,4,500,200,37.04,2,4,12.09,9.4,2.43,14.0,False,False,False,True,1,1
False,True,False,False,0,False,True,False,1,50,30,5.556,1,3,11.07,27.2,1.59,11.8,False,False,False,True,0,0
False,False,True,False,77,False,False,True,4,500,200,37.04,1,1,65.52,20.3,0.64,9.9,False,False,True,False,0,1
False,False,False,False,255,False,False,False,17,10000,30000,18.52,20,3,394.36,14.6,1.47,237.7,False,False,True,False,1,1
False,False,True,False,63,False,False,True,5,500,200,37.04,1,5,92.82,16.9,1.72,12.3,False,False,False,True,0,1
False,False,True,False,35,False,False,True,5,500,200,37.04,2,3,88.18,21.1,1.56,22.0,False,False,False,True,1,1
False,False,True,False,57,False,False,True,4,500,200,37.04,2,11,86.69,8.3,2.41,17.3,False,False,True,False,1,1
False,False,True,False,63,False,False,True,6,500,200,37.04,2,5,12.78,14.8,0.32,18.7,False,False,True,False,1,1
True,False,False,False,115,False,False,False,8,2000,1000,24.076,1,2,62.49,24.7,0.74,14.4,False,False,False,False,0,1
False,False,False,False,457,False,False,False,14,10000,30000,18.52,10,5,332.7,14.7,1.14,113.1,False,False,False,False,1,1
False,False,True,False,54,False,False,True,6,500,200,37.04,1,11,54.23,13.3,0.3,11.4,False,False,False,True,0,1
False,False,False,False,209,False,False,False,13,10000,30000,18.52,40,6,124.2,22.0,2.15,405.4,False,False,False,True,1,1
False,False,True,False,78,False,False,True,5,500,200,37.04,2,2,94.77,10.6,1.6,20.7,False,True,False,False,1,1
True,False,False,False,115,False,False,False,6,2000,1000,24.076,1,10,92.49,23.6,1.12,13.9,False,False,False,True,0,1
False,False,False,False,406,False,False,False,16,10000,30000,18.52,13,5,776.36,18.1,1.04,175.1,False,False,False,False,1,1
False,False,False,True,26,True,False,False,3,300,100,14.816,1,6,28.25,17.2,1.87,13.7,True,False,False,False,0,1
False,False,False,False,270,False,False,False,18,10000,30000,18.52,45,4,164.14,18.5,0.79,411.9,False,False,False,True,1,1
False,False,True,False,80,False,False,True,5,500,200,37.04,2,1,81.77,20.9,1.2,21.1,False,False,True,False,1,1
True,False,False,False,93,False,False,False,10,2000,1000,24.076,4,9,126.17,22.1,2.08,41.7,False,False,False,True,1,1
False,False,False,False,367,False,False,False,15,10000,30000,18.52,29,5,241.99,6.8,0.63,295.7,False,False,True,False,1,1
False,False,True,False,83,False,False,True,4,500,200,37.04,2,5,71.33,7.3,1.86,20.2,False,False,True,False,1,1
True,False,False,False,112,False,False,False,9,2000,1000,24.076,1,4,122.51,12.9,0.44,18.9,False,True,False,False,0,1
True,False,False,False,79,False,False,False,9,2000,1000,24.076,1,8,155.46,19.7,0.96,22.1,False,False,False,True,0,1
False,False,True,False,35,False,False,True,3,500,200,37.04,1,12,70.95,25.1,0.34,13.2,False,False,True,False,0,1
False,False,False,True,25,True,False,False,3,300,100,14.816,1,10,27.93,16.7,1.7,10.6,True,False,False,False,0,1
True,False,False,False,61,False,False,False,6,2000,1000,24.076,1,5,153.83,25.3,2.22,20.0,False,False,True,False,0,1
True,False,False,False,79,False,False,False,9,2000,1000,24.076,4,12,18.57,29.7,1.67,33.0,False,False,False,True,1,1
True,False,False,False,134,False,False,False,6,2000,1000,24.076,1,2,23.84,9.5,0.8,8.1,False,False,False,False,0,1
False,False,False,False,497,False,False,False,16,10000,30000,18.52,16,2,558.81,19.1,2.18,163.2,False,False,True,False,1,1
False,False,True,False,60,False,False,True,4,500,200,37.04,2,4,41.42,14.0,1.72,18.3,False,False,False,True,1,1
False,False,True,False,25,False,False,True,3,500,200,37.04,2,12,95.49,11.0,2.46,22.5,False,False,False,True,1,1
True,False,False,False,99,False,False,False,9,2000,1000,24.076,2,11,96.93,29.5,2.24,23.4,False,False,False,True,1,1
False,False,True,False,47,False,False,True,6,500,200,37.04,1,11,57.55,7.0,0.47,12.5,False,False,False,True,0,1
False,False,True,False,27,False,False,True,3,500,200,37.04,1,3,86.02,8.2,0.76,10.8,False,False,True,False,0,1
False,False,False,False,411,False,False,False,16,10000,30000,18.52,39,6,274.68,10.3,1.67,303.0,False,False,False,False,1,1
False,False,True,False,68,False,False,True,4,500,200,37.04,1,1,26.86,21.9,2.39,9.4,False,False,False,True,0,1
False,False,False,False,315,False,False,False,17,10000,30000,18.52,44,10,368.17,26.5,0.81,345.3,False,False,True,False,1,1
True,False,False,False,132,False,False,False,9,2000,1000,24.076,3,3,83.14,7.7,0.92,35.7,False,False,False,True,1,1
False,False,True,False,82,False,False,True,5,500,200,37.04,2,10,43.31,21.1,1.14,21.5,False,False,True,False,1,1
False,False,True,False,70,False,False,True,4,500,200,37.04,1,5,82.65,22.1,2.37,11.6,False,False,True,False,0,1
True,False,False,False,118,False,False,False,10,2000,1000,24.076,1,8,61.73,23.3,1.48,13.0,False,False,True,False,0,1
True,False,False,False,119,False,False,False,7,2000,1000,24.076,4,9,133.32,26.6,1.82,47.4,False,False,False,True,1,1
True,False,False,False,150,False,False,False,9,2000,1000,24.076,1,2,157.24,11.3,1.73,22.2,False,False,False,False,0,1
False,False,True,False,43,False,False,True,6,500,200,37.04,2,12,33.44,5.2,0.8,14.8,True,False,False,False,1,1
False,False,True,False,58,False,False,True,5,500,200,37.04,2,7,88.2,28.4,0.46,23.8,False,False,False,True,1,1
False,False,True,False,52,False,False,True,6,500,200,37.04,1,4,9.79,5.6,0.67,9.9,False,True,False,False,0,1
False,False,False,True,26,True,False,False,3,300,100,14.816,1,10,47.21,18.6,2.23,13.9,False,False,False,True,0,1
False,False,False,True,28,True,False,False,2,300,100,14.816,1,6,46.3,18.2,2.49,16.2,False,True,False,False,0,1
False,False,True,False,47,False,False,True,3,500,200,37.04,2,11,31.68,15.5,1.62,19.5,False,False,False,False,1,1
False,False,True,False,53,False,False,True,6,500,200,37.04,1,4,65.53,18.0,2.08,9.9,False,False,True,False,0,1
False,False,True,False,81,False,False,True,3,500,200,37.04,1,11,89.7,23.5,1.41,13.4,False,False,False,True,0,1
False,False,False,False,223,False,False,False,18,10000,30000,18.52,29,4,489.34,25.7,0.31,281.9,True,False,False,False,1,1
False,False,False,False,225,False,False,False,20,10000,30000,18.52,44,3,336.59,16.5,2.21,367.9,False,False,False,True,1,1
True,False,False,False,145,False,False,False,7,2000,1000,24.076,3,11,133.38,7.4,0.84,36.5,False,False,False,False,1,1
False,False,False,False,461,False,False,False,15,10000,30000,18.52,45,7,310.87,18.1,1.62,405.3,True,False,False,False,1,1
True,False,False,False,63,False,False,False,8,2000,1000,24.076,4,11,78.25,17.3,1.9,45.6,False,False,True,False,1,1
False,False,True,False,80,False,False,True,4,500,200,37.04,2,5,21.43,10.8,0.67,13.5,False,False,True,False,1,1
True,False,False,False,68,False,False,False,8,2000,1000,24.076,4,4,110.83,15.7,2.25,44.7,False,False,False,True,1,1
False,False,True,False,68,False,False,True,5,500,200,37.04,2,4,69.58,9.0,1.27,21.9,False,False,True,False,1,1
True,False,False,False,65,False,False,False,8,2000,1000,24.076,4,10,139.15,7.1,2.25,41.3,False,False,False,True,1,1
False,False,True,False,87,False,False,True,3,500,200,37.04,2,10,75.43,24.5,2.19,17.6,False,False,True,False,1,1
False,False,False,True,12,True,False,False,3,300,100,14.816,1,5,36.48,8.1,1.54,13.0,False,True,False,False,0,1
False,False,True,False,55,False,False,True,3,500,200,37.04,1,2,7.36,25.0,0.55,9.1,False,False,False,True,0,1
False,False,True,False,80,False,False,True,4,500,200,37.04,1,7,73.84,27.1,0.94,10.5,False,False,True,False,0,1
True,False,False,False,134,False,False,False,6,2000,1000,24.076,4,1,25.81,26.4,1.88,37.6,False,False,False,True,1,1
False,False,True,False,32,False,False,True,3,500,200,37.04,1,9,14.33,15.3,0.49,9.2,False,False,True,False,0,1
True,False,False,False,81,False,False,False,10,2000,1000,24.076,1,3,78.84,5.2,1.63,16.0,False,False,False,True,0,1
False,False,True,False,25,False,False,True,4,500,200,37.04,1,8,14.16,6.3,0.88,7.0,False,False,False,True,0,1
False,False,True,False,42,False,False,True,3,500,200,37.04,2,12,46.69,18.9,0.95,21.0,False,False,False,True,1,1
True,False,False,False,119,False,False,False,7,2000,1000,24.076,1,7,31.91,25.4,0.69,9.9,False,False,True,False,0,1
False,False,False,False,436,False,False,False,20,10000,30000,18.52,10,9,60.26,17.5,0.9,96.3,False,False,False,True,1,1
False,False,False,True,10,True,False,False,4,300,100,14.816,1,1,29.34,8.5,2.49,10.9,False,False,True,False,0,1
True,False,False,False,66,False,False,False,8,2000,1000,24.076,1,11,45.96,7.3,1.87,11.8,False,False,True,False,0,1
