boat_type,engine_hp,fuel_type,crew_size,ice_capacity_kg,water_capacity_L,avg_speed_kmh,trip_days,trip_month,distance_km,wind_kph,wave_height_m,weather_factor,region,is_multi_day,has_engine,is_deep_sea,fuel_cost_lkr,ice_cost_lkr,water_cost_lkr,total_base_cost_lkr
TKBO,85,Diesel,5,300,150,13,5,4,171.1537878222581,28.7940027750561,1.5433339453234616,0.9730753710682705,South,True,True,True,95283.26315284219,3600.0,750.0,99633.26315284219
NMTR,0,None,2,100,30,8,5,7,52.95560378591864,21.207988774207124,2.84533348760346,1.3649673392008612,North,True,False,False,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,2,300,150,13,4,8,180.6590302105614,12.835136870922632,1.4038296932892806,0.8442919998777233,North,True,True,True,87264.1725749084,3600.0,750.0,91614.1725749084
OBFR,40,Diesel,2,150,50,10,6,5,455.0165462700787,11.63895671715228,1.737071186970432,1.1176500725142886,North,True,True,True,177992.24657688412,1800.0,250.0,180042.24657688412
OBFR,40,Diesel,2,150,50,10,6,3,367.68998395752334,18.097903351738644,2.0474517776945245,1.228393556322564,North,True,True,True,158083.802456219,1800.0,250.0,160133.802456219
IMUL,75,Diesel,4,200,100,12,1,4,72.01615237600262,22.70781224070765,1.101595256551449,1.050622458414645,North,False,True,False,41377.53979561538,1920.0,350.0,43647.53979561538
MDBT,120,Diesel,4,800,500,15,6,12,458.67650711392025,37.78118721244953,1.6736792306094521,0.9426822699020496,South,True,True,True,302670.34761382575,9600.0,2500.0,314770.34761382575
NMTR,0,None,5,100,30,8,4,6,185.7249688054912,20.179673044697715,2.2971693888822853,0.818224474763731,North,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,5,200,100,12,5,6,353.10900434208963,26.795643421414553,2.971220484703896,1.2759982182840184,West,True,True,True,246403.53303155082,2400.0,500.0,249303.53303155082
IMUL,75,Diesel,4,200,100,12,2,2,49.36231246295884,38.470853643896234,2.999728974768135,0.9911544864578599,East,True,True,False,26756.229860716772,2400.0,500.0,29656.229860716772
NMTR,0,None,5,100,30,8,3,8,112.50481127520759,38.908648201722656,0.8445812199193915,1.368255300996523,East,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,6,800,500,15,2,7,93.25762026413942,32.18705190533662,1.915953363413054,1.3645538336020548,South,True,True,False,89078.53027082529,9600.0,2500.0,101178.53027082529
NMTR,0,None,6,100,30,8,1,11,52.97629632753407,25.59702683374845,2.4005937397863244,1.2721024593901562,East,False,False,False,0.0,960.0,105.0,1065.0
NMTR,0,None,4,100,30,8,5,5,422.78530139713047,26.04443484545374,2.063095105307889,1.3749915079962332,North,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,5,100,30,8,5,9,474.1263939285978,37.37833837112104,2.0588219640359062,1.3491239393875416,North,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,6,100,30,8,1,9,204.99530850484533,34.53543826543254,2.853462772854957,1.3182217142240265,South,False,False,True,0.0,960.0,105.0,1065.0
IMUL,75,Diesel,5,200,100,12,4,11,278.03840747000845,37.9872629529038,1.3972950714729935,0.8172478935157326,West,True,True,True,124264.38435541667,2400.0,500.0,127164.38435541667
TKBO,85,Diesel,6,300,150,13,1,1,106.64105511759911,20.618875676755405,1.0414919784046954,1.356882855324098,South,False,True,True,82784.7639623382,2880.0,525.0,86189.7639623382
MDBT,120,Diesel,5,800,500,15,1,10,428.2192827144728,35.53045344674893,1.9194247861777354,1.1010596458599786,South,False,True,True,330046.48024320806,7680.0,1750.0,339476.48024320806
OBFR,40,Diesel,2,150,50,10,2,6,87.82276080108004,27.141459872914368,2.7324746730284746,0.9355218320243979,West,True,True,False,28756.038527323406,1800.0,250.0,30806.038527323406
OBFR,40,Diesel,4,150,50,10,6,4,244.00614607191844,24.790288952851228,1.131328292179454,0.9985105783390362,North,True,True,True,85274.95131139271,1800.0,250.0,87324.95131139271
OBFR,40,Diesel,2,150,50,10,5,1,187.9467054602619,19.291972478056817,0.775266299862801,1.1968456494318085,South,True,True,True,78730.11886430459,1800.0,250.0,80780.11886430459
NMTR,0,None,2,100,30,8,7,2,249.44920591754186,32.53790139040129,2.7809465037490493,1.0677802189443746,West,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,5,200,100,12,7,4,223.9634020747244,36.56833519380636,2.905133390299264,1.3906900786466805,South,True,True,True,170331.70068101064,2400.0,500.0,173231.70068101064
OBFR,40,Diesel,6,150,50,10,4,10,271.2238022044088,34.3473578073956,0.8084762690326481,1.3793595627760582,South,True,True,True,130940.3008280967,1800.0,250.0,132990.3008280967
TKBO,85,Diesel,3,300,150,13,5,12,80.00157756828219,11.632633995660203,2.588382791758125,1.410795283387809,South,True,True,False,64572.288208332015,3600.0,750.0,68922.28820833201
MDBT,120,Diesel,6,800,500,15,3,5,427.7389382805958,23.717701119926527,2.7788653850167453,1.1127509247403515,West,True,True,True,333176.8293834324,9600.0,2500.0,345276.8293834324
NMTR,0,None,3,100,30,8,1,9,273.7443412544194,5.319185981601525,2.825901261384281,0.842486361967588,East,False,False,True,0.0,960.0,105.0,1065.0
IMUL,75,Diesel,5,200,100,12,2,11,409.5903144009936,33.093628593159956,2.0228791139574556,0.8998829281814065,South,True,True,True,201569.0094019815,2400.0,500.0,204469.0094019815
MDBT,120,Diesel,6,800,500,15,1,7,313.55117188898214,7.855587672410689,1.9651641160853606,1.2920855525395574,West,False,True,True,283594.4574257208,7680.0,1750.0,293024.4574257208
IMUL,75,Diesel,2,200,100,12,7,1,435.7963907952501,27.66168977208347,1.814924137496389,0.8165210570362111,North,True,True,True,194598.32091038465,2400.0,500.0,197498.32091038465
MDBT,120,Diesel,5,800,500,15,7,4,209.63334513817193,13.327249557843635,2.9909164331358356,1.4415928174584107,West,True,True,True,211544.1472556781,9600.0,2500.0,223644.1472556781
MDBT,120,Diesel,4,800,500,15,4,3,306.70293243626634,27.022710545367403,0.886068911955755,1.1463996479056848,West,True,True,True,246122.89362960373,9600.0,2500.0,258222.89362960373
MDBT,120,Diesel,4,800,500,15,5,6,399.1441820481673,30.537297103913822,2.1682907569081484,1.4699032253821875,North,True,True,True,410692.3244095953,9600.0,2500.0,422792.3244095953
OBFR,40,Diesel,2,150,50,10,4,7,401.49981060286535,26.870111264401324,1.5503668403678912,1.4564386268397245,West,True,True,True,204665.94149079634,1800.0,250.0,206715.94149079634
NMTR,0,None,5,100,30,8,5,1,401.1443628788993,21.662702826203073,2.520634854062575,1.1169503900694853,East,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,5,200,100,12,4,12,431.71474456499226,22.124908652472953,0.5120867747057232,1.4389627639702187,East,True,True,True,339730.4761407475,2400.0,500.0,342630.4761407475
IMUL,75,Diesel,4,200,100,12,2,8,93.87232492024705,9.500989663689012,2.794834404162143,1.4072963298324201,North,True,True,False,72245.56627591413,2400.0,500.0,75145.56627591413
NMTR,0,None,4,100,30,8,5,4,116.19178812152343,18.17772745368513,1.1346914762811449,1.039616137203561,South,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,4,800,500,15,5,12,60.9075699263625,9.05974495283046,2.0218291007723037,1.2418041844126744,North,True,True,False,52944.69263787517,9600.0,2500.0,65044.69263787517
TKBO,85,Diesel,2,300,150,13,6,9,103.29285474623994,6.236362687680825,0.8969304536492422,1.067262136339612,West,True,True,True,63070.316279738574,3600.0,750.0,67420.31627973857
MDBT,120,Diesel,3,800,500,15,5,3,452.29149944220717,33.19587414389565,2.541127179453434,1.195146262003892,West,True,True,True,378388.1464261425,9600.0,2500.0,390488.1464261425
TKBO,85,Diesel,6,300,150,13,5,4,30.57161411537935,23.27441936852431,1.8566887610474068,1.1921990091084291,West,True,True,False,20852.1457623503,3600.0,750.0,25202.1457623503
IMUL,75,Diesel,4,200,100,12,7,3,161.51918521549473,14.756568482997256,1.219205895048411,1.2761605914394805,South,True,True,True,112724.29160421884,2400.0,500.0,115624.29160421884
TKBO,85,Diesel,5,300,150,13,2,9,131.93440417641608,29.12657827354255,1.3551005455670362,1.3130166538234413,East,True,True,True,99108.73229621621,3600.0,750.0,103458.73229621621
TKBO,85,Diesel,6,300,150,13,6,12,389.4290662989342,20.03171878047499,1.9145706432731635,1.2653459500778115,West,True,True,True,281917.00256821566,3600.0,750.0,286267.00256821566
NMTR,0,None,6,100,30,8,3,4,125.54116469664902,6.317596554779319,1.5230867893588578,1.3915367807533099,East,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,5,100,30,8,7,12,96.8938452052855,14.522723162292996,2.5443224194478478,0.8467232974408805,East,True,False,False,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,5,300,150,13,6,9,84.28476004208791,19.824377147998046,0.5383861099609634,1.4099045299374122,North,True,True,False,67986.45352680422,3600.0,750.0,72336.45352680422
IMUL,75,Diesel,5,200,100,12,7,9,129.92478631256728,23.517824320998177,2.4953660231686308,1.0732511268152911,East,True,True,True,76257.30181081181,2400.0,500.0,79157.30181081181
OBFR,40,Diesel,3,150,50,10,3,9,230.17648074843854,27.786789642537574,1.0728724121330537,1.2794761020223753,South,True,True,True,103076.85722783416,1800.0,250.0,105126.85722783416
OBFR,40,Diesel,2,150,50,10,5,9,58.69042103423858,6.9173332265453364,2.376566266059437,0.9814515158324558,North,True,True,False,20160.63094111448,1800.0,250.0,22210.63094111448
IMUL,75,Diesel,5,200,100,12,7,5,314.07194317181836,36.29669653853607,1.0993567925454983,1.274815431179407,South,True,True,True,218959.86856183992,2400.0,500.0,221859.86856183992
IMUL,75,Diesel,5,200,100,12,1,6,286.0402998525321,26.779250719820343,0.8524192282826142,1.466423227290562,East,False,True,True,229390.07636831023,1920.0,350.0,231660.07636831023
NMTR,0,None,2,100,30,8,2,12,443.4652339307257,19.592013441795856,2.116399965022092,0.8649327836040734,East,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,5,100,30,8,4,8,394.89245029412876,20.87617014243701,0.6110661765170953,1.2586000012346983,South,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,4,100,30,8,5,2,334.4197182058331,7.77773036569263,2.7846961392705043,1.342809902350421,West,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,2,100,30,8,7,5,339.129735653798,13.88618246128661,0.536765563342096,1.0080106396787298,North,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,3,800,500,15,4,12,353.2445436096532,25.861534441242526,0.5463496777326455,1.0039794012498335,East,True,True,True,248255.17177159322,9600.0,2500.0,260355.17177159322
MDBT,120,Diesel,6,800,500,15,4,6,485.24828401295133,11.74722355604977,1.8750346202580401,0.9701076734875669,West,True,True,True,329520.1587073468,9600.0,2500.0,341620.1587073468
MDBT,120,Diesel,6,800,500,15,4,2,199.22240333777856,39.43925633240007,1.5539201876339699,1.2917610250242468,North,True,True,True,180143.41516038193,9600.0,2500.0,192243.41516038193
TKBO,85,Diesel,4,300,150,13,7,5,420.5216422676254,29.107492422061256,0.6055766189443352,0.9219965549046244,West,True,True,True,221820.29397402247,3600.0,750.0,226170.29397402247
IMUL,75,Diesel,5,200,100,12,5,3,35.959824131790725,5.414445448176163,2.698126105834444,1.079678728238044,North,True,True,False,21232.453148744433,2400.0,500.0,24132.453148744433
OBFR,40,Diesel,3,150,50,10,1,12,457.8469630969548,14.827069078107417,1.7617288152687807,1.1323078542168448,North,False,True,True,181448.29932040416,1440.0,175.0,183063.29932040416
NMTR,0,None,4,100,30,8,6,10,440.39190470216596,28.981360986187667,2.7625138419334196,0.9606386855479873,East,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,5,800,500,15,6,11,26.29024687121415,9.707039537855671,1.1668898557683656,1.113285450471341,North,True,True,False,20487.984531715687,9600.0,2500.0,32587.984531715687
NMTR,0,None,2,100,30,8,2,9,301.42168597315487,35.74263166186797,0.519992471176792,1.447804453422769,East,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,6,800,500,15,5,7,374.385059574364,14.509882364259118,1.661943919217748,1.4129726983955502,West,True,True,True,370297.1075060375,9600.0,2500.0,382397.1075060375
MDBT,120,Diesel,5,800,500,15,3,12,109.25995112883524,30.58794607880907,1.9651279880640162,1.3088908801962296,North,True,True,True,100106.54752225273,9600.0,2500.0,112206.54752225273
NMTR,0,None,5,100,30,8,2,6,337.35273832574006,15.316011311724845,1.9222742041908611,1.3317761370086014,South,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,6,150,50,10,7,3,413.3336746848034,25.480752411912746,1.6622141095794458,0.8369285336535772,East,True,True,True,121075.76119225901,1800.0,250.0,123125.76119225901
NMTR,0,None,2,100,30,8,3,5,23.249950026030906,8.445158116058806,1.6532691515207862,0.853119492697648,West,True,False,False,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,5,800,500,15,4,3,304.18900457325213,6.061055196720427,1.8726955670987482,0.8087600296892486,West,True,True,True,172211.13585886447,9600.0,2500.0,184311.13585886447
MDBT,120,Diesel,2,800,500,15,2,9,283.20015158913054,7.88185820691209,2.5250367413944415,1.16121037118279,North,True,True,True,230198.46720208565,9600.0,2500.0,242298.46720208565
MDBT,120,Diesel,2,800,500,15,5,8,425.88692723247874,14.345414958804295,1.1529761650043098,1.3571786180209462,North,True,True,True,404603.24193419394,9600.0,2500.0,416703.24193419394
TKBO,85,Diesel,5,300,150,13,1,9,94.62381540996292,26.63643917563434,1.5105452866652098,1.4299277048962553,East,False,True,False,77410.19523329676,2880.0,525.0,80815.19523329676
MDBT,120,Diesel,3,800,500,15,2,11,305.85852193096025,10.547003191301961,2.843854132747007,1.029785462564098,West,True,True,True,220478.06164009168,9600.0,2500.0,232578.06164009168
MDBT,120,Diesel,5,800,500,15,6,5,303.0984935386358,23.889277894312322,1.077002170291254,1.0965408761580768,West,True,True,True,232651.92136693423,9600.0,2500.0,244751.92136693423
MDBT,120,Diesel,2,800,500,15,6,3,84.55337827462017,36.68276151648983,2.6841872654932684,1.2621850898461155,East,True,True,False,74705.40934804083,9600.0,2500.0,86805.40934804083
IMUL,75,Diesel,2,200,100,12,5,9,476.1904523265649,25.614345648151268,2.888233147301041,0.8471569317256488,North,True,True,True,220613.77324766802,2400.0,500.0,223513.77324766802
MDBT,120,Diesel,6,800,500,15,1,12,256.7090771748182,33.980616319572476,0.9625335227264584,0.9323294057086849,West,False,True,True,167536.19495369625,7680.0,1750.0,176966.19495369625
TKBO,85,Diesel,5,300,150,13,1,6,31.99591149823183,30.768136599847907,1.8912361865781007,1.1220303042560695,West,False,True,False,20539.161035019468,2880.0,525.0,23944.161035019468
IMUL,75,Diesel,6,200,100,12,3,12,350.14130273297945,25.87244592227787,1.5638810921334443,1.175124371009367,North,True,True,True,225016.9567944883,2400.0,500.0,227916.9567944883
MDBT,120,Diesel,3,800,500,15,5,7,226.13850107466033,29.47722105001048,0.9483352136218157,0.8272143098562454,West,True,True,True,130945.50286888066,9600.0,2500.0,143045.50286888066
TKBO,85,Diesel,6,300,150,13,2,5,303.4852269416982,38.10659963821793,2.1025923652026988,1.430269129558225,South,True,True,True,248335.57987129944,3600.0,750.0,252685.57987129944
IMUL,75,Diesel,4,200,100,12,3,4,124.996736365882,34.03299265529155,2.441610344229079,1.2599483535550542,South,True,True,True,86127.03322559668,2400.0,500.0,89027.03322559668
IMUL,75,Diesel,2,200,100,12,7,10,268.5653176272531,21.63851009254321,1.0980944883720396,1.0642791030258487,West,True,True,True,156312.4365185387,2400.0,500.0,159212.4365185387
IMUL,75,Diesel,2,200,100,12,5,6,329.0360509058432,20.690513997891266,2.917299084377196,0.9205332212494226,East,True,True,True,165642.21179162606,2400.0,500.0,168542.21179162606
NMTR,0,None,2,100,30,8,7,12,247.11608306138285,15.256682220738059,2.6162523243579114,1.0993561989971117,South,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,5,800,500,15,4,7,233.4872413759703,16.89993037208911,0.990060925443353,1.3196265969754206,West,True,True,True,215681.18164190525,9600.0,2500.0,227781.18164190525
IMUL,75,Diesel,2,200,100,12,3,2,316.91377090216844,5.6254425748851915,0.765235817551942,1.3448079839931035,North,True,True,True,233071.65511142046,2400.0,500.0,235971.65511142046
NMTR,0,None,6,100,30,8,7,4,240.9360872044002,10.919177474606453,2.740017815968641,1.209315010561839,North,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,6,150,50,10,5,7,92.85061285794762,35.939213487348496,1.552053072194636,1.3131402906943945,East,True,True,False,42674.05826580331,1800.0,250.0,44724.05826580331
MDBT,120,Diesel,3,800,500,15,3,8,187.62639135982496,26.153373625011724,2.500491803097134,1.3806612015529627,North,True,True,True,181333.93525653167,9600.0,2500.0,193433.93525653167
MDBT,120,Diesel,3,800,500,15,7,6,194.42663181887966,20.26904110292901,2.121343502527824,1.4449772106406498,North,True,True,True,196659.43648393094,9600.0,2500.0,208759.43648393094
NMTR,0,None,3,100,30,8,5,10,491.3857970477014,22.400154907677074,2.198749027742086,1.4805188032911323,South,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,2,100,30,8,5,7,39.59397290755112,26.71412104379492,1.174686987145949,0.9673776323926963,West,True,False,False,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,6,150,50,10,7,5,163.10267378235136,17.382479322141414,0.6595094489709756,1.424019242194479,East,True,True,True,81291.47107180305,1800.0,250.0,83341.47107180305
MDBT,120,Diesel,4,800,500,15,4,5,66.12598056486402,25.292303869283945,2.644544007711009,1.4009187026377052,South,True,True,False,64845.98603250279,9600.0,2500.0,76945.98603250278
NMTR,0,None,5,100,30,8,5,7,121.27845447949086,21.6705797224992,1.170206245663514,1.2978677358358914,South,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,4,100,30,8,3,11,443.39303093091354,36.858615781929224,2.654051822436654,0.9198442644976581,South,True,False,True,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,4,300,150,13,1,2,54.70408355736552,35.49641709529932,2.504784890568013,0.9291069266631902,South,False,True,False,29078.30389922749,2880.0,525.0,32483.30389922749
MDBT,120,Diesel,6,800,500,15,3,12,185.97886882669866,5.481373059827672,2.3107176189185155,0.9586514020909404,East,True,True,True,124802.23235200121,9600.0,2500.0,136902.2323520012
IMUL,75,Diesel,6,200,100,12,4,9,221.5380021969096,17.352164383283245,1.6852985586307367,0.986194263202915,West,True,True,True,119480.98030751478,2400.0,500.0,122380.98030751478
MDBT,120,Diesel,6,800,500,15,2,2,103.51893979169786,11.902332816552285,2.0549436972151804,1.1750427826846344,North,True,True,True,85147.42815137985,9600.0,2500.0,97247.42815137985
IMUL,75,Diesel,3,200,100,12,3,6,354.5841937660274,10.232000978136952,2.896419304379564,0.9788890868057442,South,True,True,True,189819.5455796596,2400.0,500.0,192719.5455796596
TKBO,85,Diesel,5,300,150,13,6,6,488.8187782010559,22.147010451650328,2.289425014584683,1.2087835201239374,South,True,True,True,338049.2977238942,3600.0,750.0,342399.2977238942
MDBT,120,Diesel,6,800,500,15,4,11,166.76502972470988,10.182227076784748,2.648434512578608,1.4083556754508115,East,True,True,True,164405.13325566292,9600.0,2500.0,176505.13325566292
TKBO,85,Diesel,3,300,150,13,4,2,161.39058282845002,39.96163217963052,0.9048884385180409,1.1356539203042992,East,True,True,True,104859.50924341189,3600.0,750.0,109209.50924341189
TKBO,85,Diesel,4,300,150,13,7,8,48.476427405149224,34.92862152541467,0.719859101171427,0.9980682236452812,North,True,True,False,27680.533811934038,3600.0,750.0,32030.533811934038
IMUL,75,Diesel,2,200,100,12,4,3,282.24589290868795,19.884701224417086,2.3608300929425754,1.222470012096534,North,True,True,True,188692.1860021848,2400.0,500.0,191592.1860021848
MDBT,120,Diesel,4,800,500,15,3,11,272.86159497309427,19.45578729056704,2.3248903741065727,0.9099718237445076,North,True,True,True,173807.45424525123,9600.0,2500.0,185907.45424525123
NMTR,0,None,2,100,30,8,6,11,319.4472947176241,6.135989619179201,1.8636714436997022,0.8402656895350257,North,True,False,True,0.0,1200.0,150.0,1350.0
NMTR,0,None,4,100,30,8,7,12,122.62230913336901,23.708111485594344,2.8404591678313906,1.2511639306430575,South,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,5,200,100,12,4,1,174.0639080560623,16.547087926875818,0.8374168988427828,0.9665992006662714,West,True,True,True,92011.73755803595,2400.0,500.0,94911.73755803595
NMTR,0,None,4,100,30,8,1,11,343.00951162985984,16.180197931501436,1.1132437004765967,1.3196940373139903,West,False,False,True,0.0,960.0,105.0,1065.0
OBFR,40,Diesel,2,150,50,10,1,11,96.24360429619566,9.247219270985179,0.6154289103463015,0.9327732130539632,North,False,True,False,31420.709605339824,1440.0,175.0,33035.70960533983
TKBO,85,Diesel,3,300,150,13,3,5,180.2065562447956,30.447643315472654,1.6649719585463567,1.4098944936502025,North,True,True,True,145358.63236988045,3600.0,750.0,149708.63236988045
MDBT,120,Diesel,6,800,500,15,1,10,155.200248949731,28.499494434891528,2.05838110671379,1.4552823913006767,West,False,True,True,158102.1325954174,7680.0,1750.0,167532.1325954174
MDBT,120,Diesel,5,800,500,15,2,3,315.705165193463,11.68379713871802,1.2709233492795446,1.4067928957688227,North,True,True,True,310892.2484861805,9600.0,2500.0,322992.2484861805
NMTR,0,None,2,100,30,8,5,3,383.71832335209797,19.89636001070675,1.7197354095067543,1.2278066811592008,East,True,False,True,0.0,1200.0,150.0,1350.0
MDBT,120,Diesel,2,800,500,15,4,2,412.4608962452338,33.24215302983491,2.726894829415373,1.228653499758551,West,True,True,True,354740.06657967856,9600.0,2500.0,366840.06657967856
IMUL,75,Diesel,3,200,100,12,6,6,400.66023339607386,10.533240796149673,1.8931490134363216,0.8384750116073113,South,True,True,True,183719.1528852756,2400.0,500.0,186619.1528852756
NMTR,0,None,5,100,30,8,6,3,133.95146314013084,31.548172202254403,2.5412069587929627,1.0029651053750972,West,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,4,200,100,12,6,8,133.54084741754178,29.716593914497494,0.7746395761888611,1.097350437454768,West,True,True,True,80139.66807203431,2400.0,500.0,83039.66807203431
NMTR,0,None,5,100,30,8,5,1,462.8899153142775,19.02810201811279,0.579927284613423,1.1356865303271886,East,True,False,True,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,4,150,50,10,1,7,263.675840702758,8.208877702285696,2.75321681441622,1.4883483739767722,South,False,True,True,137354.52806841792,1440.0,175.0,138969.52806841792
NMTR,0,None,2,100,30,8,6,11,57.70813895399746,32.98398431187999,0.5526577082407766,1.4100025272818995,South,True,False,False,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,4,150,50,10,1,9,490.6225459639988,7.187981226620056,1.9930029035901413,0.8446937911834692,North,False,True,True,145049.0364366456,1440.0,175.0,146664.0364366456
OBFR,40,Diesel,5,150,50,10,7,1,22.93574399395398,29.912525501271617,0.7202860484393219,1.0519148332026913,West,True,True,False,8444.257261222905,1800.0,250.0,10494.257261222905
IMUL,75,Diesel,3,200,100,12,6,12,234.64547392305698,14.723492462289396,1.2127977981934333,1.1075866739433928,South,True,True,True,142127.45313501314,2400.0,500.0,145027.45313501314
MDBT,120,Diesel,5,800,500,15,6,7,303.8845601419837,24.975805577718894,0.9255180285932664,1.1536959057711644,South,True,True,True,245413.26100401444,9600.0,2500.0,257513.26100401444
NMTR,0,None,2,100,30,8,3,4,337.5120863134236,20.52894056447124,2.5165940991449673,1.4633462828964312,South,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,3,200,100,12,3,6,466.0102088501888,36.58814465636645,0.592586999201554,1.0068083339551133,North,True,True,True,256584.43233201027,2400.0,500.0,259484.43233201027
NMTR,0,None,3,100,30,8,7,12,62.49673335925291,29.88588996904097,1.1159933554384123,0.873555875012574,North,True,False,False,0.0,1200.0,150.0,1350.0
TKBO,85,Diesel,6,300,150,13,7,2,346.39027209336666,11.15532503083392,2.6215657836380615,1.2036224252144687,West,True,True,True,238528.11934980002,3600.0,750.0,242878.11934980002
NMTR,0,None,2,100,30,8,5,2,83.69281552415033,7.423304585559781,2.718906006059638,0.9817687012770036,East,True,False,False,0.0,1200.0,150.0,1350.0
OBFR,40,Diesel,4,150,50,10,6,10,251.68015469223366,12.985845209550254,0.9586142826140303,1.2581542427450922,East,True,True,True,110828.35905427122,1800.0,250.0,112878.35905427122
IMUL,75,Diesel,3,200,100,12,3,9,334.2784204542675,24.516075609191052,1.9486166684605921,0.870127658223986,West,True,True,True,159066.74174162446,2400.0,500.0,161966.74174162446
MDBT,120,Diesel,5,800,500,15,6,3,366.42428787389963,15.438083625421918,2.9916625408918995,1.4271362479122356,South,True,True,True,366056.168338189,9600.0,2500.0,378156.168338189
NMTR,0,None,5,100,30,8,5,1,300.7298310260907,7.379706626237561,1.811946092796802,0.9591330521625908,South,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,5,200,100,12,3,7,412.60152876518055,39.20970509738889,0.6498343080305325,1.2803497367954928,East,True,True,True,288899.98525714205,2400.0,500.0,291799.98525714205
MDBT,120,Diesel,5,800,500,15,2,7,122.14214723088992,31.319565597054975,1.0817620056162953,1.1420648869971561,South,True,True,True,97645.9803023854,9600.0,2500.0,109745.9803023854
MDBT,120,Diesel,3,800,500,15,6,5,200.29379735480376,7.411675011780109,1.9361705156507685,1.216425226450548,South,True,True,True,170549.69946277014,9600.0,2500.0,182649.69946277014
TKBO,85,Diesel,3,300,150,13,3,6,298.6849426142404,39.40660389670904,0.6427829860134087,1.1067276856477757,South,True,True,True,189120.11797114587,3600.0,750.0,193470.11797114587
OBFR,40,Diesel,3,150,50,10,7,8,283.28444757452877,23.827496808191313,0.8429257273621469,1.1280579982410226,East,True,True,True,111846.45040230789,1800.0,250.0,113896.45040230789
OBFR,40,Diesel,6,150,50,10,2,11,225.75103779917387,11.144494563842322,1.8890716467531874,0.9598281049040664,West,True,True,True,75838.76677681756,1800.0,250.0,77888.76677681756
NMTR,0,None,3,100,30,8,1,4,174.99293236576275,25.80109541845986,1.6118090258516755,1.0518199088822444,North,False,False,True,0.0,960.0,105.0,1065.0
OBFR,40,Diesel,6,150,50,10,4,11,458.1535925132616,13.761593355196563,0.5027198236894919,1.404732549404709,North,True,True,True,225254.142410528,1800.0,250.0,227304.142410528
TKBO,85,Diesel,2,300,150,13,3,9,174.04304183048603,35.51227536330204,1.395260969852131,1.464250192867218,West,True,True,True,145799.34783909083,3600.0,750.0,150149.34783909083
NMTR,0,None,3,100,30,8,3,5,349.90631522717695,38.492588378352494,1.996555068486034,1.0353563345278594,North,True,False,True,0.0,1200.0,150.0,1350.0
IMUL,75,Diesel,4,200,100,12,7,3,355.6640506103782,35.454017346422205,1.0291704259469363,1.1546278573684254,West,True,True,True,224579.48006989478,2400.0,500.0,227479.48006989478
TKBO,85,Diesel,5,300,150,13,7,6,358.47216662444157,10.822845780104482,0.5356484996801518,0.8881782478954631,North,True,True,True,182154.20444107044,3600.0,750.0,186504.20444107044
OBFR,40,Diesel,3,150,50,10,5,9,86.84639315302067,39.17142332386409,1.2556090912747124,0.8341727809310379,West,True,True,False,25355.714051599924,1800.0,250.0,27405.714051599924
IMUL,75,Diesel,5,200,100,12,3,4,490.2720879390766,31.64937141305235,0.5500972649287496,1.266863657379535,North,True,True,True,339668.3775830623,2400.0,500.0,342568.3775830623
TKBO,85,Diesel,5,300,150,13,4,3,192.93463476576972,28.411195285225595,1.2712966730244712,1.1973914434170974,South,True,True,True,132169.11257727369,3600.0,750.0,136519.11257727369
IMUL,75,Diesel,5,200,100,12,1,8,446.44178793358316,8.619411300398248,2.4977011870002714,1.405914758280893,North,False,True,True,343251.0694206198,1920.0,350.0,345521.0694206198
