fish_id,left_image,right_image,species,grade
makerel_125_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_125_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_125_C_R.JPG,makerel,C
makerel_126_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_126_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_126_C_R.JPG,makerel,C
makerel_127_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_127_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_127_C_R.JPG,makerel,C
makerel_128_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_128_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_128_C_R.JPG,makerel,C
makerel_129_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_129_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_129_C_R.JPG,makerel,C
makerel_130_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_130_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_130_C_R.JPG,makerel,C
makerel_131_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_131_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_131_C_R.JPG,makerel,C
makerel_132_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_132_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_132_C_R.JPG,makerel,C
makerel_133_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_133_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_133_C_R.JPG,makerel,C
makerel_134_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_134_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_134_C_R.JPG,makerel,C
makerel_135_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_135_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_135_C_R.JPG,makerel,C
makerel_136_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_136_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_136_C_R.JPG,makerel,C
makerel_137_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_137_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_137_C_R.JPG,makerel,C
makerel_138_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_138_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_138_C_R.JPG,makerel,C
makerel_139_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_139_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_139_C_R.JPG,makerel,C
makerel_140_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_140_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_140_C_R.JPG,makerel,C
makerel_141_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_141_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_141_C_R.JPG,makerel,C
makerel_142_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_142_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_142_C_R.JPG,makerel,C
makerel_143_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_143_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_143_C_R.JPG,makerel,C
makerel_144_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_144_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_144_C_R.JPG,makerel,C
makerel_145_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_145_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_145_C_R.JPG,makerel,C
makerel_146_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_146_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_146_C_R.JPG,makerel,C
makerel_147_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_147_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_147_C_R.JPG,makerel,C
makerel_148_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_148_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_148_C_R.JPG,makerel,C
makerel_149_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_149_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_149_C_R.JPG,makerel,C
makerel_150_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_150_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_150_C_R.JPG,makerel,C
makerel_151_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_151_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_151_C_R.JPG,makerel,C
makerel_152_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_152_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_152_C_R.JPG,makerel,C
makerel_153_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_153_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_153_C_R.JPG,makerel,C
makerel_154_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_154_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_154_C_R.JPG,makerel,C
makerel_155_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_155_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_155_C_R.JPG,makerel,C
makerel_156_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_156_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_156_C_R.JPG,makerel,C
makerel_157_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_157_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_157_C_R.JPG,makerel,C
makerel_158_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_158_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_158_C_R.JPG,makerel,C
makerel_159_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_159_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_159_C_R.JPG,makerel,C
makerel_160_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_160_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_160_C_R.JPG,makerel,C
makerel_161_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_161_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_161_C_R.JPG,makerel,C
makerel_162_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_162_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_162_C_R.JPG,makerel,C
makerel_163_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_163_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_163_C_R.JPG,makerel,C
makerel_164_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_164_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_164_C_R.JPG,makerel,C
makerel_165_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_165_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_165_C_R.JPG,makerel,C
makerel_166_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_166_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_166_C_R.JPG,makerel,C
makerel_167_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_167_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_167_C_R.JPG,makerel,C
makerel_168_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_168_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_168_C_R.JPG,makerel,C
makerel_169_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_169_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_169_C_R.JPG,makerel,C
makerel_170_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_170_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_170_C_R.JPG,makerel,C
makerel_171_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_171_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_171_C_R.JPG,makerel,C
makerel_172_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_172_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_172_C_R.JPG,makerel,C
makerel_173_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_173_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_173_C_R.JPG,makerel,C
makerel_174_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_174_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_174_C_R.JPG,makerel,C
makerel_175_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_175_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_175_C_R.JPG,makerel,C
makerel_176_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_176_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_176_C_R.JPG,makerel,C
makerel_177_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_177_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_177_C_R.JPG,makerel,C
makerel_178_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_178_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_178_C_R.JPG,makerel,C
makerel_179_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_179_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_179_C_R.JPG,makerel,C
makerel_180_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_180_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_180_C_R.JPG,makerel,C
makerel_181_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_181_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_181_C_R.JPG,makerel,C
makerel_182_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_182_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_182_C_R.JPG,makerel,C
makerel_183_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_183_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_183_C_R.JPG,makerel,C
makerel_184_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_184_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_184_C_R.JPG,makerel,C
makerel_185_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_185_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_185_C_R.JPG,makerel,C
makerel_186_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_186_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_186_C_R.JPG,makerel,C
makerel_187_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_187_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_187_C_R.JPG,makerel,C
makerel_188_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_188_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_188_C_R.JPG,makerel,C
makerel_189_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_189_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_189_C_R.JPG,makerel,C
makerel_190_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_190_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_190_C_R.JPG,makerel,C
makerel_191_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_191_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_191_C_R.JPG,makerel,C
makerel_192_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_192_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_192_C_R.JPG,makerel,C
makerel_194_C,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_194_C_L.JPG,D:\Hirusha\fish_data\train\makerel\grade_C\makerel_194_C_R.JPG,makerel,C
tuna_001_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_001_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_001_A_R.JPG,tuna,A
tuna_002_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_002_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_002_A_R.JPG,tuna,A
tuna_003_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_003_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_003_A_R.JPG,tuna,A
tuna_004_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_004_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_004_A_R.JPG,tuna,A
tuna_005_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_005_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_005_A_R.JPG,tuna,A
tuna_006_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_006_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_006_A_R.JPG,tuna,A
tuna_007_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_007_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_007_A_R.JPG,tuna,A
tuna_008_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_008_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_008_A_R.JPG,tuna,A
tuna_009_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_009_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_009_A_R.JPG,tuna,A
tuna_010_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_010_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_010_A_R.JPG,tuna,A
tuna_011_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_011_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_011_A_R.JPG,tuna,A
tuna_012_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_012_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_012_A_R.JPG,tuna,A
tuna_013_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_013_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_013_A_R.JPG,tuna,A
tuna_014_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_014_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_014_A_R.JPG,tuna,A
tuna_015_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_015_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_015_A_R.JPG,tuna,A
tuna_016_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_016_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_016_A_R.JPG,tuna,A
tuna_017_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_017_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_017_A_R.JPG,tuna,A
tuna_018_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_018_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_018_A_R.JPG,tuna,A
tuna_019_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_019_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_019_A_R.JPG,tuna,A
tuna_020_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_020_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_020_A_R.JPG,tuna,A
tuna_021_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_021_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_021_A_R.JPG,tuna,A
tuna_022_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_022_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_022_A_R.JPG,tuna,A
tuna_023_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_023_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_023_A_R.JPG,tuna,A
tuna_024_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_024_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_024_A_R.JPG,tuna,A
tuna_025_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_025_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_025_A_R.JPG,tuna,A
tuna_026_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_026_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_026_A_R.JPG,tuna,A
tuna_027_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_027_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_027_A_R.JPG,tuna,A
tuna_028_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_028_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_028_A_R.JPG,tuna,A
tuna_029_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_029_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_029_A_R.JPG,tuna,A
tuna_030_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_030_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_030_A_R.JPG,tuna,A
tuna_031_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_031_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_031_A_R.JPG,tuna,A
tuna_032_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_032_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_032_A_R.JPG,tuna,A
tuna_033_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_033_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_033_A_R.JPG,tuna,A
tuna_034_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_034_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_034_A_R.JPG,tuna,A
tuna_035_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_035_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_035_A_R.JPG,tuna,A
tuna_036_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_036_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_036_A_R.JPG,tuna,A
tuna_037_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_037_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_037_A_R.JPG,tuna,A
tuna_038_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_038_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_038_A_R.JPG,tuna,A
tuna_039_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_039_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_039_A_R.JPG,tuna,A
tuna_040_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_040_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_040_A_R.JPG,tuna,A
tuna_041_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_041_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_041_A_R.JPG,tuna,A
tuna_042_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_042_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_042_A_R.JPG,tuna,A
tuna_043_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_043_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_043_A_R.JPG,tuna,A
tuna_044_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_044_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_044_A_R.JPG,tuna,A
tuna_045_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_045_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_045_A_R.JPG,tuna,A
tuna_046_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_046_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_046_A_R.JPG,tuna,A
tuna_047_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_047_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_047_A_R.JPG,tuna,A
tuna_048_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_048_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_048_A_R.JPG,tuna,A
tuna_049_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_049_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_049_A_R.JPG,tuna,A
tuna_050_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_050_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_050_A_R.JPG,tuna,A
tuna_051_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_051_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_051_A_R.JPG,tuna,A
tuna_052_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_052_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_052_A_R.JPG,tuna,A
tuna_053_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_053_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_053_A_R.JPG,tuna,A
tuna_054_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_054_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_054_A_R.JPG,tuna,A
tuna_055_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_055_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_055_A_R.JPG,tuna,A
tuna_056_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_056_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_056_A_R.JPG,tuna,A
tuna_057_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_057_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_057_A_R.JPG,tuna,A
tuna_058_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_058_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_058_A_R.JPG,tuna,A
tuna_059_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_059_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_059_A_R.JPG,tuna,A
tuna_060_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_060_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_060_A_R.JPG,tuna,A
tuna_061_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_061_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_061_A_R.JPG,tuna,A
tuna_062_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_062_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_062_A_R.JPG,tuna,A
tuna_063_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_063_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_063_A_R.JPG,tuna,A
tuna_064_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_064_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_064_A_R.JPG,tuna,A
tuna_065_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_065_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_065_A_R.JPG,tuna,A
tuna_066_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_066_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_066_A_R.JPG,tuna,A
tuna_067_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_067_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_067_A_R.JPG,tuna,A
tuna_068_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_068_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_068_A_R.JPG,tuna,A
tuna_069_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_069_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_069_A_R.JPG,tuna,A
tuna_070_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_070_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_070_A_R.JPG,tuna,A
tuna_071_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_071_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_071_A_R.JPG,tuna,A
tuna_072_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_072_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_072_A_R.JPG,tuna,A
tuna_073_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_073_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_073_A_R.JPG,tuna,A
tuna_074_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_074_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_074_A_R.JPG,tuna,A
tuna_075_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_075_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_075_A_R.JPG,tuna,A
tuna_076_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_076_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_076_A_R.JPG,tuna,A
tuna_077_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_077_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_077_A_R.JPG,tuna,A
tuna_078_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_078_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_078_A_R.JPG,tuna,A
tuna_079_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_079_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_079_A_R.JPG,tuna,A
tuna_080_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_080_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_080_A_R.JPG,tuna,A
tuna_081_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_081_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_081_A_R.JPG,tuna,A
tuna_082_A,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_082_A_L.JPG,D:\Hirusha\fish_data\train\tuna\grade_A\tuna_082_A_R.JPG,tuna,A
